erc_short_id,erc_id,catalog_record_id,primary_representation_type,primary_representation_url,human_decision,authorization_state,decision,decision_reason,human_authorization_record,next_evidence_action,evidence_purpose,pass1_match_class_frozen,candidate_multiplicity,notes
ERC-048,erc-4.5-pdf-048-aosrd-webinars-224-qORv5ARtglk,aosrd-webinars-224-qORv5ARtglk,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2022/06/The-Future-of-Biological-Dentistry-by-Dr-Scott-Chandler.pdf,AUTHORIZE,authorized,AUTHORIZE_ACTION,HUMAN_AUTHORIZE,actor=human_reviewer;timestamp=2026-09-10T22:02:36Z;scope=pass_4.5_pdf_mvp_erc_048;human_decision=AUTHORIZE;source=authoritative_human_decision_ledger,DOWNLOAD_PDF,unlinked_source_investigation,no_match,0,authorization decision only; does not establish session identity / novelty / KO
ERC-049,erc-4.5-pdf-049-aosrd-webinars-230-P7DyhMvm0SA,aosrd-webinars-230-P7DyhMvm0SA,AOSRD_PDF,https://aosrd.org/anti-aging-medicine-with-dr-mikhail-berman/,AUTHORIZE,authorized,AUTHORIZE_ACTION,HUMAN_AUTHORIZE,actor=human_reviewer;timestamp=2026-09-10T22:02:36Z;scope=pass_4.5_pdf_mvp_erc_049;human_decision=AUTHORIZE;source=authoritative_human_decision_ledger,DOWNLOAD_PDF,unlinked_source_investigation,no_match,0,authorization decision only; does not establish session identity / novelty / KO
ERC-050,erc-4.5-pdf-050-aosrd-webinars-232-rqFCphSMW1o,aosrd-webinars-232-rqFCphSMW1o,AOSRD_PDF,https://aosrd.org/integrative-medicine-and-the-law-by-judge-egan-walker/,AUTHORIZE,authorized,AUTHORIZE_ACTION,HUMAN_AUTHORIZE,actor=human_reviewer;timestamp=2026-09-10T22:02:36Z;scope=pass_4.5_pdf_mvp_erc_050;human_decision=AUTHORIZE;source=authoritative_human_decision_ledger,DOWNLOAD_PDF,unlinked_source_investigation,no_match,0,authorization decision only; does not establish session identity / novelty / KO
ERC-051,erc-4.5-pdf-051-aosrd-webinars-233-GFCg9tySvGI,aosrd-webinars-233-GFCg9tySvGI,AOSRD_PDF,https://aosrd.org/new-horizons-in-cancer-treatment-kalapana-patel-md/,AUTHORIZE,authorized,AUTHORIZE_ACTION,HUMAN_AUTHORIZE,actor=human_reviewer;timestamp=2026-09-10T22:02:36Z;scope=pass_4.5_pdf_mvp_erc_051;human_decision=AUTHORIZE;source=authoritative_human_decision_ledger,DOWNLOAD_PDF,unlinked_source_investigation,no_match,0,authorization decision only; does not establish session identity / novelty / KO
ERC-052,erc-4.5-pdf-052-aosrd-webinars-234-5xpAcQ8J7hE,aosrd-webinars-234-5xpAcQ8J7hE,AOSRD_PDF,https://aosrd.org/frequency-specific-microcurrent-by-carol-mcmakin-madc/,AUTHORIZE,authorized,AUTHORIZE_ACTION,HUMAN_AUTHORIZE,actor=human_reviewer;timestamp=2026-09-10T22:02:36Z;scope=pass_4.5_pdf_mvp_erc_052;human_decision=AUTHORIZE;source=authoritative_human_decision_ledger,DOWNLOAD_PDF,unlinked_source_investigation,no_match,0,authorization decision only; does not establish session identity / novelty / KO
ERC-053,erc-4.5-pdf-053-aosrd-webinars-235-4ErgdNqYbRc,aosrd-webinars-235-4ErgdNqYbRc,AOSRD_PDF,https://aosrd.org/integrative-immuno-oncology-salaheldin-halasa-md/,DEFER,deferred,DEFER,HUMAN_DEFER,actor=human_reviewer;timestamp=2026-09-10T22:02:36Z;scope=pass_4.5_pdf_mvp_erc_053;human_decision=DEFER;source=authoritative_human_decision_ledger,DOWNLOAD_PDF,identity_resolution,variant_derivative,3,authorization decision only; does not establish session identity / novelty / KO
ERC-054,erc-4.5-pdf-054-aosrd-webinars-236-JdOL-00shnA,aosrd-webinars-236-JdOL-00shnA,AOSRD_PDF,https://aosrd.org/chronic-fatigue-syndrome/,AUTHORIZE,authorized,AUTHORIZE_ACTION,HUMAN_AUTHORIZE,actor=human_reviewer;timestamp=2026-09-10T22:02:36Z;scope=pass_4.5_pdf_mvp_erc_054;human_decision=AUTHORIZE;source=authoritative_human_decision_ledger,DOWNLOAD_PDF,identity_resolution,possible,1,authorization decision only; does not establish session identity / novelty / KO
ERC-055,erc-4.5-pdf-055-aosrd-webinars-237-p59K6kGBP-Y,aosrd-webinars-237-p59K6kGBP-Y,AOSRD_PDF,https://aosrd.org/integrative-immuno-oncology-salaheldin-halasa-md/,DEFER,deferred,DEFER,HUMAN_DEFER,actor=human_reviewer;timestamp=2026-09-10T22:02:36Z;scope=pass_4.5_pdf_mvp_erc_055;human_decision=DEFER;source=authoritative_human_decision_ledger,DOWNLOAD_PDF,identity_resolution,possible,2,authorization decision only; does not establish session identity / novelty / KO
ERC-056,erc-4.5-pdf-056-aosrd-webinars-238-oMjTc20O6Ps,aosrd-webinars-238-oMjTc20O6Ps,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2022/03/What-I-learned-from-the-Osteopathic-Masters-and....-Richwine-William-final-2022.0301-pdf.pdf,AUTHORIZE,authorized,AUTHORIZE_ACTION,HUMAN_AUTHORIZE,actor=human_reviewer;timestamp=2026-09-10T22:02:36Z;scope=pass_4.5_pdf_mvp_erc_056;human_decision=AUTHORIZE;source=authoritative_human_decision_ledger,DOWNLOAD_PDF,unlinked_source_investigation,no_match,0,authorization decision only; does not establish session identity / novelty / KO
ERC-057,erc-4.5-pdf-057-aosrd-webinars-241-nqr6cW4Gw_A,aosrd-webinars-241-nqr6cW4Gw_A,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2022/06/The-Future-of-Biological-Dentistry-by-Dr-Scott-Chandler.pdf,DEFER,deferred,DEFER,HUMAN_DEFER,actor=human_reviewer;timestamp=2026-09-10T22:02:36Z;scope=pass_4.5_pdf_mvp_erc_057;human_decision=DEFER;source=authoritative_human_decision_ledger,DOWNLOAD_PDF,unlinked_source_investigation,no_match,0,authorization decision only; does not establish session identity / novelty / KO
ERC-058,erc-4.5-pdf-058-aosrd-webinars-242-tiIDS69FRkQ,aosrd-webinars-242-tiIDS69FRkQ,AOSRD_PDF,https://aosrd.org/pairing-nutrition-with-regenerative-medicine-by-dr-brad-watts/,AUTHORIZE,authorized,AUTHORIZE_ACTION,HUMAN_AUTHORIZE,actor=human_reviewer;timestamp=2026-09-10T22:02:36Z;scope=pass_4.5_pdf_mvp_erc_058;human_decision=AUTHORIZE;source=authoritative_human_decision_ledger,DOWNLOAD_PDF,identity_resolution,possible,2,authorization decision only; does not establish session identity / novelty / KO
ERC-059,erc-4.5-pdf-059-aosrd-webinars-244-DwiLCdt69H4,aosrd-webinars-244-DwiLCdt69H4,AOSRD_PDF,https://aosrd.org/solutions-on-suicide-january-18-2022-by-joel-peterson/,AUTHORIZE,authorized,AUTHORIZE_ACTION,HUMAN_AUTHORIZE,actor=human_reviewer;timestamp=2026-09-10T22:02:36Z;scope=pass_4.5_pdf_mvp_erc_059;human_decision=AUTHORIZE;source=authoritative_human_decision_ledger,DOWNLOAD_PDF,identity_resolution,possible,1,authorization decision only; does not establish session identity / novelty / KO
ERC-060,erc-4.5-pdf-060-aosrd-webinars-245-y3Fz32zWP10,aosrd-webinars-245-y3Fz32zWP10,AOSRD_PDF,https://aosrd.org/hypo-and-hyperthyroidism-are-one-internal-disease/,AUTHORIZE,authorized,AUTHORIZE_ACTION,HUMAN_AUTHORIZE,actor=human_reviewer;timestamp=2026-09-10T22:02:36Z;scope=pass_4.5_pdf_mvp_erc_060;human_decision=AUTHORIZE;source=authoritative_human_decision_ledger,DOWNLOAD_PDF,unlinked_source_investigation,no_match,0,authorization decision only; does not establish session identity / novelty / KO
ERC-061,erc-4.5-pdf-061-aosrd-webinars-249-3mTLksPwJyo,aosrd-webinars-249-3mTLksPwJyo,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2021/12/Mold-and-Mycotoxins-1021.pdf,AUTHORIZE,authorized,AUTHORIZE_ACTION,HUMAN_AUTHORIZE,actor=human_reviewer;timestamp=2026-09-10T22:02:36Z;scope=pass_4.5_pdf_mvp_erc_061;human_decision=AUTHORIZE;source=authoritative_human_decision_ledger,DOWNLOAD_PDF,identity_resolution,possible,2,authorization decision only; does not establish session identity / novelty / KO
ERC-062,erc-4.5-pdf-062-aosrd-webinars-261-qVX_h6blAQw,aosrd-webinars-261-qVX_h6blAQw,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2021/09/PowerPoint-for-Doctors-Terri-Jay-2.pdf,AUTHORIZE,authorized,AUTHORIZE_ACTION,HUMAN_AUTHORIZE,actor=human_reviewer;timestamp=2026-09-10T22:02:36Z;scope=pass_4.5_pdf_mvp_erc_062;human_decision=AUTHORIZE;source=authoritative_human_decision_ledger,DOWNLOAD_PDF,unlinked_source_investigation,no_match,0,authorization decision only; does not establish session identity / novelty / KO
ERC-063,erc-4.5-pdf-063-aosrd-webinars-263-lCzuTx9LKnQ,aosrd-webinars-263-lCzuTx9LKnQ,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2021/08/Chronic-Fatigue-Syndrome-ASORD-1.pdf,AUTHORIZE,authorized,AUTHORIZE_ACTION,HUMAN_AUTHORIZE,actor=human_reviewer;timestamp=2026-09-10T22:02:36Z;scope=pass_4.5_pdf_mvp_erc_063;human_decision=AUTHORIZE;source=authoritative_human_decision_ledger,DOWNLOAD_PDF,identity_resolution,possible,1,authorization decision only; does not establish session identity / novelty / KO
ERC-064,erc-4.5-pdf-064-aosrd-webinars-268-2cecK4Jk2vw,aosrd-webinars-268-2cecK4Jk2vw,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2021/07/Genetic-Snips-and-COVID-19-Severity-7.6.21.pdf,DENY,denied,DENY_ACTION,HUMAN_DENY,actor=human_reviewer;timestamp=2026-09-10T22:02:36Z;scope=pass_4.5_pdf_mvp_erc_064;human_decision=DENY;source=authoritative_human_decision_ledger,DOWNLOAD_PDF,identity_resolution,possible,2,authorization decision only; does not establish session identity / novelty / KO
ERC-065,erc-4.5-pdf-065-aosrd-webinars-280-gLzMZA_eM5g,aosrd-webinars-280-gLzMZA_eM5g,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2021/06/Immune-Peptides-w-Intro.pdf,DEFER,deferred,DEFER,HUMAN_DEFER,actor=human_reviewer;timestamp=2026-09-10T22:02:36Z;scope=pass_4.5_pdf_mvp_erc_065;human_decision=DEFER;source=authoritative_human_decision_ledger,DOWNLOAD_PDF,identity_resolution,possible,5,authorization decision only; does not establish session identity / novelty / KO
ERC-066,erc-4.5-pdf-066-aosrd-webinars-283-cxoIpMhdeJw,aosrd-webinars-283-cxoIpMhdeJw,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2021/04/Post-Covid-19-Vaccine-Toxic-Syndrome.pdf,DENY,denied,DENY_ACTION,HUMAN_DENY,actor=human_reviewer;timestamp=2026-09-10T22:02:36Z;scope=pass_4.5_pdf_mvp_erc_066;human_decision=DENY;source=authoritative_human_decision_ledger,DOWNLOAD_PDF,unlinked_source_investigation,no_match,0,authorization decision only; does not establish session identity / novelty / KO
