web_record_id,source,original_title,normalized_title,web_date,youtube_id,aosrd_url,pdf_url,candidate_otter_id,otter_date,otter_packet_dir,otter_original_title,otter_enriched_title,otter_processed,screenshot_count,match_class,match_reason,title_similarity,date_relationship,speaker_relationship,variant_flag,needs_human_review,web_speakers,topic_hits
aosrd-webinars-060-NNAnnAJAIQk,aosrd_webinars_youtube,"Cholesterol Decoded The Good, the Bad, and the Misunderstood by Dr. Benoit Tano 11-June-2025 (Video)",cholesterol decoded the good the bad and the misunderstood by dr benoit tano 11-june-2025,2025-06-11,NNAnnAJAIQk,https://aosrd.org/webinars/,,glV8jJH0PlVmEafpjvon_ZOlt6g,2025-06-03,Research/lectures/clearfield-webinar-2025-06-03,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — June 3, 2025: Cholesterol Decoded",True,150,possible,topic/title similarity; insufficient independent evidence,0.311,compatible_8d,aligned,no,yes,Benoit Tano,"cholesterol,decoded,tano"
aosrd-webinars-061-nrjK17pBbBk,aosrd_webinars_youtube,Seven Mushrooms for Longevity with Dr. Xochitl Palomino 11-June-2025 (Video),seven mushrooms for longevity with dr xochitl palomino 11-june-2025,2025-06-11,nrjK17pBbBk,https://aosrd.org/webinars/,,hnYI5BcQQLHjFGK0Vv7Jdr3Okdg,2025-06-10,Research/lectures/clearfield-webinar-2025-06-10,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — June 10, 2025: Seven Synergistic Mushrooms for Longevity",True,452,strong,near date + speaker + topic evidence,0.472,near_1d,aligned,no,no,Xochitl Palomino,"longevity,mushrooms,palomino,seven"
aosrd-webinars-062-KwIprK6R0yA,aosrd_webinars_youtube,Muscle Centric Health (Video),muscle centric health,,KwIprK6R0yA,https://aosrd.org/webinars/,,,,,,,,,no_match,no reasonable otter candidate,,unknown,unknown,no,yes,,
aosrd-webinars-063-4Nhoej8KtNE,aosrd_webinars_youtube,"To Aromatize or Not Aromatize , That is Question. Optimizing HRT in Men, with Dr. Jacquelyn Sammons (Video)",to aromatize or not aromatize that is question optimizing hrt hormone replacement therapy in men with dr jacquelyn sammons,,4Nhoej8KtNE,https://aosrd.org/webinars/,,OyOI3AvRLueyq57ys04VXI5U1WU,2025-12-17,Research/lectures/clearfield-webinar-2025-12-17,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — December 17, 2025: Vasomotor Symptoms & Estradiol-First HRT (Gersh)",True,55,possible,topic/title similarity; insufficient independent evidence,0.502,unknown,no_overlap,no,yes,Jacquelyn Sammons,"hormone,replacement,therapy"
aosrd-webinars-063-4Nhoej8KtNE,aosrd_webinars_youtube,"To Aromatize or Not Aromatize , That is Question. Optimizing HRT in Men, with Dr. Jacquelyn Sammons (Video)",to aromatize or not aromatize that is question optimizing hrt hormone replacement therapy in men with dr jacquelyn sammons,,4Nhoej8KtNE,https://aosrd.org/webinars/,,OlXuXl73V1RAQ4bVYXoakDZMRnU,2026-04-07,Research/lectures/clearfield-webinar-2026-04-07,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — April 7, 2026: Estrogen Sisters, PT-141 & Xenoestrogen HRT Debate",True,59,possible,topic/title similarity; insufficient independent evidence,0.495,unknown,no_overlap,no,yes,Jacquelyn Sammons,"hormone,replacement,therapy"
aosrd-webinars-063-4Nhoej8KtNE,aosrd_webinars_youtube,"To Aromatize or Not Aromatize , That is Question. Optimizing HRT in Men, with Dr. Jacquelyn Sammons (Video)",to aromatize or not aromatize that is question optimizing hrt hormone replacement therapy in men with dr jacquelyn sammons,,4Nhoej8KtNE,https://aosrd.org/webinars/,,OL_Ukp1RYjVvnjsMHnF2eXCXDC8,2024-10-01,Research/lectures/clearfield-webinar-2024-10-01,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — October 1, 2024: Physiologic Menopausal HRT with Felice Gersh",True,0,possible,topic/title similarity; insufficient independent evidence,0.483,unknown,no_overlap,no,yes,Jacquelyn Sammons,"hormone,replacement,therapy"
aosrd-webinars-064-JRwekVs321Y,aosrd_webinars_youtube,Novel Scientific Considerations for Optimized Lean Muscle Mass with Dr. Chris Melitis 22-Apr-2025 (Video),novel scientific considerations for optimized lean muscle mass with dr chris melitis 22-apr-2025,2025-04-22,JRwekVs321Y,https://aosrd.org/webinars/,,12d7QbwxGiZlK8kVCNzSowPUQXE,2025-04-22,Research/lectures/clearfield-webinar-2025-04-22,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — April 22, 2025: Muscle-Centric Longevity, Myostatin & Fortetropin",True,119,strong,exact session date + substantive topic/title evidence,0.212,exact,aligned,no,no,Chris Melitis,"chris,muscle"
aosrd-webinars-064-JRwekVs321Y,aosrd_webinars_youtube,Novel Scientific Considerations for Optimized Lean Muscle Mass with Dr. Chris Melitis 22-Apr-2025 (Video),novel scientific considerations for optimized lean muscle mass with dr chris melitis 22-apr-2025,2025-04-22,JRwekVs321Y,https://aosrd.org/webinars/,,5HPCyqwQxi9QD1of8g-CPHrnFcc,2025-01-08,Research/lectures/clearfield-webinar-2025-01-08,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — January 8, 2025: Rapid Weight Loss, Muscle Preservation, NAD & Fortetropin",True,122,possible,topic/title similarity; insufficient independent evidence,0.274,divergent,aligned,no,yes,Chris Melitis,"chris,muscle"
aosrd-webinars-064-JRwekVs321Y,aosrd_webinars_youtube,Novel Scientific Considerations for Optimized Lean Muscle Mass with Dr. Chris Melitis 22-Apr-2025 (Video),novel scientific considerations for optimized lean muscle mass with dr chris melitis 22-apr-2025,2025-04-22,JRwekVs321Y,https://aosrd.org/webinars/,,TNvBcRwwSnrkWGe2_L3i3lGvYYk,2024-12-11,Research/lectures/clearfield-webinar-2024-12-11,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — December 11, 2024: Soy Foods, Isoflavones & Controversies",True,160,possible,topic/title similarity; insufficient independent evidence,0.171,divergent,aligned,no,yes,Chris Melitis,"mass,muscle"
aosrd-webinars-065-l0Rjq3pwOR8,aosrd_webinars_youtube,Aging and Anti-Aging through the Lens of the Immune System with Lisa Tamati 15-Apr-2025 (Video),aging and anti-aging through the lens of the immune system with lisa tamati 15-apr-2025,2025-04-15,l0Rjq3pwOR8,https://aosrd.org/webinars/,,4qg44PRw27Y2Jbzl7MXMYCX0HuI,2025-04-15,Research/lectures/clearfield-webinar-2025-04-15,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — April 15, 2025: Immunosenescence & Four-Pillar Immune Formula",True,67,strong,exact session date + substantive topic/title evidence,0.257,exact,aligned,no,no,Lisa Tamati,"aging,immune,lisa,tamati"
aosrd-webinars-065-l0Rjq3pwOR8,aosrd_webinars_youtube,Aging and Anti-Aging through the Lens of the Immune System with Lisa Tamati 15-Apr-2025 (Video),aging and anti-aging through the lens of the immune system with lisa tamati 15-apr-2025,2025-04-15,l0Rjq3pwOR8,https://aosrd.org/webinars/,,pw9yXaKVUW0ETXgSRTRBaLEzqQc,2024-08-27,Research/lectures/clearfield-webinar-2024-08-27,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — August 27, 2024: Lisa Tamati — Resilience, Advocacy & Mother’s Stroke/Cancer Recovery",True,0,possible,topic/title similarity; insufficient independent evidence,0.281,divergent,aligned,no,yes,Lisa Tamati,"lisa,tamati"
aosrd-webinars-065-l0Rjq3pwOR8,aosrd_webinars_youtube,Aging and Anti-Aging through the Lens of the Immune System with Lisa Tamati 15-Apr-2025 (Video),aging and anti-aging through the lens of the immune system with lisa tamati 15-apr-2025,2025-04-15,l0Rjq3pwOR8,https://aosrd.org/webinars/,,y59a2fEx8UgOiThJHr1w-HcQc1U,2024-08-20,Research/lectures/clearfield-webinar-2024-08-20,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — August 20, 2024: Cancer Treatment–Induced Osteoporosis & Fracture-First Bone Care (Dr. John Newstead)",True,0,possible,topic/title similarity; insufficient independent evidence,0.205,divergent,aligned,no,yes,Lisa Tamati,"immune,lisa,tamati"
aosrd-webinars-066-DhiMsRLaERI,aosrd_webinars_youtube,Understanding Medical Issues Through a Constitutional Homeopathic Lens with Dr. Payam Hakimi 8-Apr-2025 (Video),understanding medical issues through a constitutional homeopathic lens with dr payam hakimi 8-apr-2025,2025-04-08,DhiMsRLaERI,https://aosrd.org/webinars/,,6Jsw7QNZfMK82hH28Fgc1lAC87k,2025-04-08,Research/lectures/clearfield-webinar-2025-04-08,Tuesday Integrative Health Webinar,Tuesday Integrative Health Webinar — Clinical Homeopathy Constitutions (Hakimi),True,98,strong,exact session date + substantive topic/title evidence,0.431,exact,aligned,no,no,Payam Hakimi,"hakimi,homeopathic,payam"
aosrd-webinars-067-vZ0ervyVVU0,aosrd_webinars_youtube,Train Your Brain! Learn the Joys of Neurofeedback with Dr. Marly Jones 1-Apr-2025 (Video),train your brain learn the joys of neurofeedback with dr marly jones 1-apr-2025,2025-04-01,vZ0ervyVVU0,https://aosrd.org/webinars/,,jZM7WB_BG5YwNdBn2EQBHQM-aNc,2025-04-01,Research/lectures/clearfield-webinar-2025-04-01,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — April 1, 2025: Neurofeedback & Neuro Optimal for Integrative Practice",True,79,strong,exact session date + substantive topic/title evidence,0.365,exact,aligned,no,no,Marly Jones,"brain,jones,neurofeedback"
aosrd-webinars-068-vS6aw3GkcRI,aosrd_webinars_youtube,The Laboratory Functional Medicine with Dr. Bill Clearfield 25-Mar-2025 (Video),the laboratory functional medicine with dr bill clearfield 25-mar-2025,2025-03-25,vS6aw3GkcRI,https://aosrd.org/webinars/,https://aosrd.org/wp-content/uploads/2025/03/Copy-of-8.-The-Laboratory-of-Functional-Medicine.pdf,Zxy20R1uant_QctiZutXLSt-Q-E,2025-03-25,Research/lectures/clearfield-webinar-2025-03-25,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — March 25, 2025: Laboratory of Functional Medicine",True,159,strong,exact session date + substantive topic/title evidence,0.538,exact,aligned,no,no,Bill Clearfield,"functional,laboratory,medicine"
aosrd-webinars-069-kSvKhj5JSv0,aosrd_webinars_youtube,The Microbiome in Health and Disease with Dr Bill Clearfield 18-Mar-2025 (Video),the microbiome in health and disease with dr bill clearfield 18-mar-2025,2025-03-18,kSvKhj5JSv0,https://aosrd.org/webinars/,,pfNO6khumfRfVoCync03aVBxZ70,2025-03-18,Research/lectures/clearfield-webinar-2025-03-18,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — March 18, 2025: Gut Microbiome, Barrier Integrity & Four R Protocol",True,183,strong,exact session date + substantive topic/title evidence,0.319,exact,aligned,no,no,Bill Clearfield,"health,microbiome"
aosrd-webinars-069-kSvKhj5JSv0,aosrd_webinars_youtube,The Microbiome in Health and Disease with Dr Bill Clearfield 18-Mar-2025 (Video),the microbiome in health and disease with dr bill clearfield 18-mar-2025,2025-03-18,kSvKhj5JSv0,https://aosrd.org/webinars/,,P1FgRy3FvTrrNYsXISdsJKJeiEg,2024-11-06,Research/lectures/clearfield-webinar-2024-11-06,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — November 6, 2024: Microbiome Diversity & Fecal Microbiota Transplant",True,53,possible,topic/title similarity; insufficient independent evidence,0.357,divergent,aligned,no,yes,Bill Clearfield,"disease,microbiome"
aosrd-webinars-069-kSvKhj5JSv0,aosrd_webinars_youtube,The Microbiome in Health and Disease with Dr Bill Clearfield 18-Mar-2025 (Video),the microbiome in health and disease with dr bill clearfield 18-mar-2025,2025-03-18,kSvKhj5JSv0,https://aosrd.org/webinars/,,ZdpkFb1zUrwSD134tv35ZcrcaI8,2025-07-29,Research/lectures/clearfield-webinar-2025-07-29,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — July 29, 2025: Sexual Health as Whole-Health Indicator (Jacqueline Sammons)",True,30,possible,topic/title similarity; insufficient independent evidence,0.331,divergent,aligned,no,yes,Bill Clearfield,"disease,health"
aosrd-webinars-069-kSvKhj5JSv0,aosrd_webinars_youtube,The Microbiome in Health and Disease with Dr Bill Clearfield 18-Mar-2025 (Video),the microbiome in health and disease with dr bill clearfield 18-mar-2025,2025-03-18,kSvKhj5JSv0,https://aosrd.org/webinars/,,0pIRZSR5hLU8vZNbqCJ9pLpRE9M,2025-03-05,Research/lectures/clearfield-webinar-2025-03-05,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — March 5, 2025: Culinary Translation & Health-Supportive Eating in Cancer Care",True,111,possible,topic/title similarity; insufficient independent evidence,0.322,compatible_13d,aligned,no,yes,Bill Clearfield,"health,microbiome"
aosrd-webinars-070-inmmno5OVKk,aosrd_webinars_youtube,Small Intestine Bacterial Overgrowth with Dr. Arland Hill 11-Mar-2025 (Video),small intestine bacterial overgrowth with dr arland hill 11-mar-2025,2025-03-11,inmmno5OVKk,https://aosrd.org/webinars/,,ClN5CZe78b8lp6a0nf44-DzCDCo,2025-03-11,Research/lectures/clearfield-webinar-2025-03-11,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — March 11, 2025: SIBO Relapse Prevention & Three-Phase Care",True,73,strong,exact session date + substantive topic/title evidence,0.528,exact,aligned,no,no,Arland Hill,"bacterial,hill,intestine,overgrowth,small"
aosrd-webinars-071-zKxcCQelKT4,aosrd_webinars_youtube,Culinary Oncology with Chef Laura Pole 04-Mar-2025 (Video),culinary oncology with chef laura pole 04-mar-2025,2025-03-04,zKxcCQelKT4,https://aosrd.org/webinars/,https://aosrd.org/wp-content/uploads/2025/03/Culinary-Translation_slide-handout_2.pdf,0pIRZSR5hLU8vZNbqCJ9pLpRE9M,2025-03-05,Research/lectures/clearfield-webinar-2025-03-05,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — March 5, 2025: Culinary Translation & Health-Supportive Eating in Cancer Care",True,111,possible,topic/title similarity; insufficient independent evidence,0.315,near_1d,aligned,no,yes,Chef Laura Pole,"culinary,laura"
aosrd-webinars-072-JEF5w29s04Y,aosrd_webinars_youtube,Peptide Deep DiveThymosin Alpha 1 and Thymogen with Stefan Hartmann 19-Feb-2025 (Video),peptide deep divethymosin alpha 1 and thymogen with stefan hartmann 19-feb-2025,2025-02-19,JEF5w29s04Y,https://aosrd.org/webinars/,,lnZUNAyEcVNSN0i3JOEbuJcc15A,2025-02-19,Research/lectures/clearfield-webinar-2025-02-19,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — February 19, 2025: Thymosin Alpha-1 & Thymogen Immune Peptides",True,49,strong,exact session date + substantive topic/title evidence,0.454,exact,aligned,no,no,Stefan Hartmann,"peptide,stefan,thymogen"
aosrd-webinars-073-F3lfAz2jf0M,aosrd_webinars_youtube,Uveal Melanoma Research Project with Dr. Evangelica Papasotiriou 05-Feb-2025 (Video),uveal melanoma research project with dr evangelica papasotiriou 05-feb-2025,2025-02-05,F3lfAz2jf0M,https://aosrd.org/webinars/,,JAhRYbDDwDsC4em3dazDKyDw4gM,2025-02-05,Research/lectures/clearfield-webinar-2025-02-05,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — February 5, 2025: Uveal Melanoma Molecular Vulnerabilities",True,75,strong,exact session date + substantive topic/title evidence,0.271,exact,aligned,no,no,Evangelica Papasotiriou,"evangelica,melanoma,uveal"
aosrd-webinars-074-0DKMSGQ2wAY,aosrd_webinars_youtube,Poly MVA with Dr. Al Sanchez (Video),poly mva with dr al sanchez,,0DKMSGQ2wAY,https://aosrd.org/webinars/,,Ts2MMXvFk3VIGcyQs8K33dvV7lk,2025-01-29,Research/lectures/clearfield-webinar-2025-01-29,Tuesday Integrative Health Webinar,Tuesday Integrative Health Webinar — Poly-MVA / LAMC Mitochondrial Medicine,True,105,possible,topic/title similarity; insufficient independent evidence,0.537,unknown,aligned,no,yes,Al Sanchez,"poly,sanchez"
aosrd-webinars-075-044uvhXbKng,aosrd_webinars_youtube,Chronic Sinusitis and Sinus Inflammation Due to Mold Toxicity with Dr. Donald Dennis (Video),chronic sinusitis and sinus inflammation due to mold toxicity with dr donald dennis,,044uvhXbKng,https://aosrd.org/webinars/,,hFcw5MS7FSAuXJGFcnPHqL6j1gM,2025-01-22,Research/lectures/clearfield-webinar-2025-01-22,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — January 22, 2025: Mold, Mycotoxins & the Sinus–Brain Axis (Dr. Dennis)",True,177,possible,topic/title similarity; insufficient independent evidence,0.282,unknown,aligned,no,yes,Donald Dennis,"dennis,inflammation,mold,sinus"
aosrd-webinars-076-DOa9N5ODRuU,aosrd_webinars_youtube,Mitochondrial Function in Metabolic Disease w Dr. Greg Nacarelli Jan-14-2025 (Video),mitochondrial function in metabolic disease w dr greg nacarelli jan-14-2025,,DOa9N5ODRuU,https://aosrd.org/webinars/,,uRqtR3sy0qaYlUcYL4_tPVC7Tps,2025-01-15,Research/lectures/clearfield-webinar-2025-01-15,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — January 15, 2025: Metabolomics Pathways & Metabolic Syndrome",True,180,possible,topic/title similarity; insufficient independent evidence,0.311,unknown,aligned,no,yes,Greg Nacarelli Jan; Greg Nacarelli Jan-,"greg,metabolic,mitochondrial"
aosrd-webinars-077-Y4xe9xz-84s,aosrd_webinars_youtube,Mitochondrial Function and Weight Dontrol with Dr. Chris Meletis Jan-7-2025 (Video),mitochondrial function and weight dontrol with dr chris meletis jan-7-2025,,Y4xe9xz-84s,https://aosrd.org/webinars/,,sLBIeA_Jmb8LAaQrgfDavdK3onA,2025-10-28,Research/lectures/clearfield-webinar-2025-10-28,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — October 28, 2025: Mitochondrial Fatigue, Oxaloacetate & Vaginal Hormones for UTI",True,106,possible,topic/title similarity; insufficient independent evidence,0.327,unknown,aligned,no,yes,Chris Meletis Jan; Chris Meletis Jan-,"chris,meletis,mitochondrial"
aosrd-webinars-077-Y4xe9xz-84s,aosrd_webinars_youtube,Mitochondrial Function and Weight Dontrol with Dr. Chris Meletis Jan-7-2025 (Video),mitochondrial function and weight dontrol with dr chris meletis jan-7-2025,,Y4xe9xz-84s,https://aosrd.org/webinars/,,5HPCyqwQxi9QD1of8g-CPHrnFcc,2025-01-08,Research/lectures/clearfield-webinar-2025-01-08,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — January 8, 2025: Rapid Weight Loss, Muscle Preservation, NAD & Fortetropin",True,122,possible,topic/title similarity; insufficient independent evidence,0.26,unknown,aligned,no,yes,Chris Meletis Jan; Chris Meletis Jan-,"chris,meletis,weight"
aosrd-webinars-078-UPU3Iy5rir0,aosrd_webinars_youtube,The Nuts and Bolts of Hormone Optimization-Putting It All Together-Part 3 Growth Hormone Thyroid a(Video),the nuts and bolts of hormone optimization-putting it all together-part 3 growth hormone thyroid a,,UPU3Iy5rir0,https://aosrd.org/webinars/,,,,,,,,,no_match,no reasonable otter candidate,,unknown,unknown,no,yes,,
aosrd-webinars-079-IcjS_wKZ5bI,aosrd_webinars_youtube,How Hormone Montors are Changing the Way Providers Care for Women with Rosemary Mackenzie – 18-Dec-2024(Video),how hormone montors are changing the way providers care for women with rosemary mackenzie - 18-dec-2024,2024-12-18,IcjS_wKZ5bI,https://aosrd.org/webinars/,,teTBikykKpBtvemVFqClxhmIVaQ,2024-12-18,Research/lectures/clearfield-webinar-2024-12-18,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — December 18, 2024: Urinary Hormone Monitors & Women's Care (McKenzie / Mira)",True,138,strong,exact session date + substantive topic/title evidence,0.418,exact,aligned,no,no,Hormone Montors; Rosemary Mackenzie,"care,hormone,rosemary,women"
aosrd-webinars-080-zNlsUByAduM,aosrd_webinars_youtube,"Nearly Everything We Know About Soy is Wrong, Myths vs. Facts on Breast Cancer, Thyroid Function, Skin Aging, and CV Health with Dr. Mark Messina – 10-Dec-2024(Video)",nearly everything we know about soy is wrong myths vs facts on breast cancer thyroid function skin aging and cv health with dr mark messina - 10-dec-2024,2024-12-10,zNlsUByAduM,https://aosrd.org/webinars/,,Zxy20R1uant_QctiZutXLSt-Q-E,2025-03-25,Research/lectures/clearfield-webinar-2025-03-25,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — March 25, 2025: Laboratory of Functional Medicine",True,159,possible,topic/title similarity; insufficient independent evidence,0.287,divergent,partial:Mark Messina,no,yes,About Soy; Mark Messina,"function,health"
aosrd-webinars-080-zNlsUByAduM,aosrd_webinars_youtube,"Nearly Everything We Know About Soy is Wrong, Myths vs. Facts on Breast Cancer, Thyroid Function, Skin Aging, and CV Health with Dr. Mark Messina – 10-Dec-2024(Video)",nearly everything we know about soy is wrong myths vs facts on breast cancer thyroid function skin aging and cv health with dr mark messina - 10-dec-2024,2024-12-10,zNlsUByAduM,https://aosrd.org/webinars/,,y59a2fEx8UgOiThJHr1w-HcQc1U,2024-08-20,Research/lectures/clearfield-webinar-2024-08-20,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — August 20, 2024: Cancer Treatment–Induced Osteoporosis & Fracture-First Bone Care (Dr. John Newstead)",True,0,possible,topic/title similarity; insufficient independent evidence,0.271,divergent,partial:Mark Messina,no,yes,About Soy; Mark Messina,"cancer,health"
aosrd-webinars-080-zNlsUByAduM,aosrd_webinars_youtube,"Nearly Everything We Know About Soy is Wrong, Myths vs. Facts on Breast Cancer, Thyroid Function, Skin Aging, and CV Health with Dr. Mark Messina – 10-Dec-2024(Video)",nearly everything we know about soy is wrong myths vs facts on breast cancer thyroid function skin aging and cv health with dr mark messina - 10-dec-2024,2024-12-10,zNlsUByAduM,https://aosrd.org/webinars/,,l416W8yP4i7dv3Jhd5H2F74zMnU,2026-01-21,Research/lectures/clearfield-webinar-2026-01-21,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — January 21, 2026: Telomeres, Telomerase & How Not to Age (Bill Andrews)",True,122,possible,topic/title similarity; insufficient independent evidence,0.262,divergent,partial:Mark Messina,no,yes,About Soy; Mark Messina,"aging,cancer,health"
aosrd-webinars-080-zNlsUByAduM,aosrd_webinars_youtube,"Nearly Everything We Know About Soy is Wrong, Myths vs. Facts on Breast Cancer, Thyroid Function, Skin Aging, and CV Health with Dr. Mark Messina – 10-Dec-2024(Video)",nearly everything we know about soy is wrong myths vs facts on breast cancer thyroid function skin aging and cv health with dr mark messina - 10-dec-2024,2024-12-10,zNlsUByAduM,https://aosrd.org/webinars/,,FbRyr7EkkewAoPTmXbK9DtUiA_Y,2024-09-24,Research/lectures/clearfield-webinar-2024-09-24,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — September 24, 2024: Drug-Induced Nutrient Depletion & Nitric Oxide",True,0,possible,topic/title similarity; insufficient independent evidence,0.228,divergent,partial:Mark Messina,no,yes,About Soy; Mark Messina,"breast,cancer,thyroid"
aosrd-webinars-080-zNlsUByAduM,aosrd_webinars_youtube,"Nearly Everything We Know About Soy is Wrong, Myths vs. Facts on Breast Cancer, Thyroid Function, Skin Aging, and CV Health with Dr. Mark Messina – 10-Dec-2024(Video)",nearly everything we know about soy is wrong myths vs facts on breast cancer thyroid function skin aging and cv health with dr mark messina - 10-dec-2024,2024-12-10,zNlsUByAduM,https://aosrd.org/webinars/,,TNvBcRwwSnrkWGe2_L3i3lGvYYk,2024-12-11,Research/lectures/clearfield-webinar-2024-12-11,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — December 11, 2024: Soy Foods, Isoflavones & Controversies",True,160,possible,topic/title similarity; insufficient independent evidence,0.211,near_1d,aligned,no,yes,About Soy; Mark Messina,"breast,cancer,mark,messina,myths,skin,thyroid"
aosrd-webinars-081-HkJyig2OR_E,aosrd_webinars_youtube,The Nuts and Bolts of Bioidentical Hormone Optimization-Part 1 (Video),the nuts and bolts of bioidentical hormone optimization-part 1,,HkJyig2OR_E,https://aosrd.org/webinars/,,,,,,,,,no_match,no reasonable otter candidate,,unknown,unknown,yes,yes,,
aosrd-webinars-082-UrxfDXzmVuw,aosrd_webinars_youtube,The Nuts and Bolts of Bioidentical Hormone Optimization-Part 2 Hormones-Testoste (Video),the nuts and bolts of bioidentical hormone optimization-part 2 hormones-testoste,,UrxfDXzmVuw,https://aosrd.org/webinars/,,,,,,,,,no_match,no reasonable otter candidate,,unknown,unknown,yes,yes,,
aosrd-webinars-083-NNfo5k3x2JE,aosrd_webinars_youtube,Twelve Days of Christmas-Twelve Medical Myths We Believed from Pediatrics to Adulthood 3-Dec-2024 (Video),twelve days of christmas-twelve medical myths we believed from pediatrics to adulthood 3-dec-2024,2024-12-03,NNfo5k3x2JE,https://aosrd.org/webinars/,,,,,,,,,no_match,no reasonable otter candidate,,no_candidate,unknown,no,yes,,
aosrd-webinars-084-LCKfDsIgPEw,aosrd_webinars_youtube,Enhancing Cognitive Health-Integrative Approaches for Brain Longevity w Dr. Debbie Smrz 26-Nov-2024 (Video),enhancing cognitive health-integrative approaches for brain longevity w dr debbie smrz 26-nov-2024,2024-11-26,LCKfDsIgPEw,https://aosrd.org/webinars/,,vjcply7K-rJtWMYGKgD39abIq9E,2024-11-27,Research/lectures/clearfield-webinar-2024-11-27,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — November 27, 2024: Brain Health Crisis, Women’s Hormones & Cognitive Prevention (Dr. Debbie Smurz)",True,117,strong,near date + speaker + topic evidence,0.375,near_1d,aligned,no,no,Debbie Smrz,"brain,cognitive,debbie"
aosrd-webinars-085-VvqxDr3PUwQ,aosrd_webinars_youtube,Hormone Optimization for Men with Dr. William Clearfield 26-Nov-2024 (Video),hormone optimization for men with dr william clearfield 26-nov-2024,2024-11-26,VvqxDr3PUwQ,https://aosrd.org/webinars/,,zlsEo9I_-f-RI9YXiSfAueScYNM,2025-09-23,Research/lectures/clearfield-webinar-2025-09-23,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — September 23, 2025: Brain Optimization (Hartman) & Glycocalyx Tip",True,72,possible,topic/title similarity; insufficient independent evidence,0.323,divergent,aligned,no,yes,William Clearfield,"hormone,optimization"
aosrd-webinars-085-VvqxDr3PUwQ,aosrd_webinars_youtube,Hormone Optimization for Men with Dr. William Clearfield 26-Nov-2024 (Video),hormone optimization for men with dr william clearfield 26-nov-2024,2024-11-26,VvqxDr3PUwQ,https://aosrd.org/webinars/,,aKanCqrE_LN8_fUCcz8yCi5pTLg,2025-11-05,Research/lectures/clearfield-webinar-2025-11-05,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — November 5, 2025: PRF Quality, Glycocalyx Optimization & Fertility Support",True,91,possible,topic/title similarity; insufficient independent evidence,0.3,divergent,aligned,no,yes,William Clearfield,"hormone,optimization"
aosrd-webinars-086-3F5eDzS7HqI,aosrd_webinars_youtube,Personalized Age Management Using Longevity Biomarkers with Dr. Jin-Xiong 19-Nov-2024 (Video),personalized age management using longevity biomarkers with dr jin-xiong 19-nov-2024,2024-11-19,3F5eDzS7HqI,https://aosrd.org/webinars/,,qwUT3cyV7gYvn34XQtrA84mAbiI,2024-11-20,Research/lectures/clearfield-webinar-2024-11-20,Tuesday Integrative Health Webinar,"Tuesday Integrative Health Webinar — November 20, 2024: Longevity Biomarkers (NAD, Klotho, Inflammation)",True,56,possible,moderate title + weak date support,0.463,near_1d,no_overlap,no,yes,Jin-Xiong,"biomarkers,longevity"
