record_id,ecosystem,source,original_title,normalized_title,pass1_reference,otter_id,otter_date,packet_dir,packet_json_status,raw_transcript_status,summary_status,structured_lecture_notes_status,quiz_status,key_takeaways_status,infographic_data_status,infographic_status,readme_status,slides_status,slides_claimed_downloaded,slide_pdf_status,slide_images_status,audio_status,video_status,pathway_status,content_kit_status,knowledge_leaves_status,aosrd_catalog_status,aosrd_pdf_url_status,aosrd_pdf_local_status,youtube_id,youtube_url_status,youtube_video_local_status,vimeo_url_status,vimeo_video_local_status,rumble_url_status,rumble_video_local_status,overall_local_representation_status,processing_state_based_on_local_inventory,notes
otter-8zWbW6QDW1P91M_Tbf8iqD9f8TQ,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — September 16, 2025: Oil Pulling, Indigenous Medicine & AI Bias",tuesday integrative health webinar september 16 2025 oil pulling indigenous medicine ai bias,aosrd-webinars-045-wPNq50DbJEY:possible;aosrd-webinars-278-cFsYIDESXoE:possible,8zWbW6QDW1P91M_Tbf8iqD9f8TQ,2025-09-16,Research/lectures/clearfield-webinar-2025-09-16,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,not_checked,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=2, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=2 (unconfirmed identity); sync=transcript_plus_screenshots; pass1_candidate_youtube_ids=cFsYIDESXoE,wPNq50DbJEY (unconfirmed)"
otter-zlsEo9I_-f-RI9YXiSfAueScYNM,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — September 23, 2025: Brain Optimization (Hartman) & Glycocalyx Tip",tuesday integrative health webinar september 23 2025 brain optimization hartman glycocalyx tip,aosrd-webinars-034:possible;aosrd-webinars-085-VvqxDr3PUwQ:possible,zlsEo9I_-f-RI9YXiSfAueScYNM,2025-09-23,Research/lectures/clearfield-webinar-2025-09-23,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,not_checked,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=72, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=2 (unconfirmed identity); sync=transcript_plus_screenshots; pass1_candidate_youtube_ids=VvqxDr3PUwQ (unconfirmed)"
otter-zGyxgM4y1SX_IqTEeKxdJf4l5RM,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — September 30, 2025: Muscle Spindles, Skin Microbiome & CLA Quorum Sensing (Dr. Chan Garrison)",tuesday integrative health webinar september 30 2025 muscle spindles skin microbiome cla quorum sensing dr chan garrison,aosrd-webinars-046-IzMk74AxJqA:possible,zGyxgM4y1SX_IqTEeKxdJf4l5RM,2025-09-30,Research/lectures/clearfield-webinar-2025-09-30,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,not_checked,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=83, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=1 (unconfirmed identity); sync=transcript_plus_screenshots; pass1_candidate_youtube_ids=IzMk74AxJqA (unconfirmed)"
otter-CQdkPoyCm_xx7nnZ2b80AClK8TM,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — October 7, 2025: Business of Health & Preeminence (Dr. Tanno)",tuesday integrative health webinar october 7 2025 business of health preeminence dr tanno,aosrd-webinars-042-fVs0ByQDS70:possible;aosrd-webinars-163--JGUhnhLGrQ:possible;aosrd-2022-meta-conference-aosrd-2022-catalog-notes:possible,CQdkPoyCm_xx7nnZ2b80AClK8TM,2025-10-07,Research/lectures/clearfield-webinar-2025-10-07,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,cataloged_external,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=53, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=3 (unconfirmed identity); sync=transcript_plus_screenshots; pass1_candidate_youtube_ids=-JGUhnhLGrQ,fVs0ByQDS70 (unconfirmed); pass1_candidate_pdf_urls=2 (unconfirmed identity)"
otter-j3HjVUuBV5gnR4KrCUuXOZEnPm0,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — October 14, 2025: Estrogen Timing, Progesterone After Hysterectomy & Hormone Testing",tuesday integrative health webinar october 14 2025 estrogen timing progesterone after hysterectomy hormone testing,aosrd-webinars-040-AoJb8OP2goc:possible;aosrd-webinars-041-ol6SEGI0kyk:strong;aosrd-webinars-113-17THfuKKWg4:possible;aosrd-webinars-124-e8_bNLZcAtg:possible;aosrd-webinars-138-vgRIJLFLR_c:possible;aosrd-webinars-191-ZrOMyfW29og:possible;aosrd-webinars-203-4u_3c_lFUzs:possible;aosrd-2022-saturday-2-campbell-2022-congress-of-medical-excellence2:possible,j3HjVUuBV5gnR4KrCUuXOZEnPm0,2025-10-14,Research/lectures/clearfield-webinar-2025-10-14,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,cataloged_external,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=123, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=8 (unconfirmed identity); sync=transcript_plus_screenshots; pass1_candidate_youtube_ids=17THfuKKWg4,4u_3c_lFUzs,AoJb8OP2goc,ZrOMyfW29og,e8_bNLZcAtg,ol6SEGI0kyk,vgRIJLFLR_c (unconfirmed); pass1_candidate_pdf_urls=3 (unconfirmed identity)"
otter-KPtFIYDuvg1p0CbfNkYIuOVkwIE,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — October 21, 2025",tuesday integrative health webinar october 21 2025,aosrd-webinars-040-AoJb8OP2goc:possible;aosrd-webinars-178-D7o1Fdgy42o:possible;aosrd-webinars-274-RlSklPXfamk:possible;aosrd-webinars-275-tWfHeTRpBHw:possible,KPtFIYDuvg1p0CbfNkYIuOVkwIE,2025-10-21,Research/lectures/clearfield-webinar-2025-10-21,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,cataloged_external,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=86, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=4 (unconfirmed identity); sync=transcript_only; pass1_candidate_youtube_ids=AoJb8OP2goc,D7o1Fdgy42o,RlSklPXfamk,tWfHeTRpBHw (unconfirmed); pass1_candidate_pdf_urls=1 (unconfirmed identity)"
otter-sLBIeA_Jmb8LAaQrgfDavdK3onA,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — October 28, 2025: Mitochondrial Fatigue, Oxaloacetate & Vaginal Hormones for UTI",tuesday integrative health webinar october 28 2025 mitochondrial fatigue oxaloacetate vaginal hormones for uti,aosrd-webinars-010-_slDDht8T8c:possible;aosrd-webinars-039-FMRyzDsooVY:possible;aosrd-webinars-077-Y4xe9xz-84s:possible;aosrd-webinars-208-6jbaJncCJOY:possible,sLBIeA_Jmb8LAaQrgfDavdK3onA,2025-10-28,Research/lectures/clearfield-webinar-2025-10-28,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,not_checked,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=106, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=4 (unconfirmed identity); sync=transcript_plus_screenshots; pass1_candidate_youtube_ids=6jbaJncCJOY,FMRyzDsooVY,Y4xe9xz-84s,_slDDht8T8c (unconfirmed)"
otter-aKanCqrE_LN8_fUCcz8yCi5pTLg,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — November 5, 2025: PRF Quality, Glycocalyx Optimization & Fertility Support",tuesday integrative health webinar november 5 2025 prf quality glycocalyx optimization fertility support,aosrd-webinars-038-SA9CiKNjN1E:strong;aosrd-webinars-085-VvqxDr3PUwQ:possible,aKanCqrE_LN8_fUCcz8yCi5pTLg,2025-11-05,Research/lectures/clearfield-webinar-2025-11-05,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,not_checked,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=91, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=2 (unconfirmed identity); sync=transcript_plus_screenshots; pass1_candidate_youtube_ids=SA9CiKNjN1E,VvqxDr3PUwQ (unconfirmed)"
otter-VwrSvok1RCW2X3iJ_Kwbd8JK6k8,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — November 12, 2025: Neural Therapy (Voltage, Scars & Segmental Regulation)",tuesday integrative health webinar november 12 2025 neural therapy voltage scars segmental regulation,aosrd-webinars-036-2559brkP1fQ:strong;aosrd-webinars-160-gtoydOZzvx4:possible;aosrd-webinars-176-5TjogxSEJXY:possible;aosrd-webinars-266-qviA4DV_pH4:possible;aosrd-2022-sunday-8-burgess-suicide-prevention-john-burgess-do-aosrd-4-0:possible,VwrSvok1RCW2X3iJ_Kwbd8JK6k8,2025-11-12,Research/lectures/clearfield-webinar-2025-11-12,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,cataloged_external,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=180, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=5 (unconfirmed identity); sync=transcript_plus_screenshots; pass1_candidate_youtube_ids=2559brkP1fQ,5TjogxSEJXY,gtoydOZzvx4,qviA4DV_pH4 (unconfirmed); pass1_candidate_pdf_urls=1 (unconfirmed identity)"
otter-Lq1_4zBv1uEkwwJhbly0Ow27nD0,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — November 19, 2025: Stress, Minerals, HTMA & Somatic Healing",tuesday integrative health webinar november 19 2025 stress minerals htma somatic healing,,Lq1_4zBv1uEkwwJhbly0Ow27nD0,2025-11-19,Research/lectures/clearfield-webinar-2025-11-19,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,absent,not_checked,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=118, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); sync=transcript_plus_screenshots"
otter-HY-sCmihzh3EJ69WWVwlTT0Ri6s,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — November 26, 2025: Vitamin D CYP Induction, Omega-3 Longevity & HRT Lifestyle Protocol",tuesday integrative health webinar november 26 2025 vitamin d cyp induction omega 3 longevity hrt lifestyle protocol,aosrd-webinars-034:strong;aosrd-webinars-112-nzj-iOQyroc:possible;aosrd-webinars-148-FcjGN44DJf4:possible;aosrd-webinars-160-gtoydOZzvx4:possible;aosrd-webinars-207-0cBElywMkUY:possible,HY-sCmihzh3EJ69WWVwlTT0Ri6s,2025-11-26,Research/lectures/clearfield-webinar-2025-11-26,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,cataloged_external,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=56, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=5 (unconfirmed identity); sync=transcript_plus_screenshots; pass1_candidate_youtube_ids=0cBElywMkUY,FcjGN44DJf4,gtoydOZzvx4,nzj-iOQyroc (unconfirmed); pass1_candidate_pdf_urls=1 (unconfirmed identity)"
otter-dBggaNSwAGYqDBG1O_hdE5Zo1CY,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — December 3, 2025: Coimbra Protocol (High-Dose Vitamin D for Autoimmunity)",tuesday integrative health webinar december 3 2025 coimbra protocol high dose vitamin d for autoimmunity,aosrd-webinars-017-1h0pTWQFHGQ:possible,dBggaNSwAGYqDBG1O_hdE5Zo1CY,2025-12-03,Research/lectures/clearfield-webinar-2025-12-03,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,not_checked,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=124, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=1 (unconfirmed identity); sync=transcript_plus_screenshots; pass1_candidate_youtube_ids=1h0pTWQFHGQ (unconfirmed)"
otter-3BvIJDrhEXHdWPee7Ztw2x6EmdE,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — December 10, 2025: Nanotechnology, Adaptogens & Holiday Metabolic Botanicals (Saleya / Nario)",tuesday integrative health webinar december 10 2025 nanotechnology adaptogens holiday metabolic botanicals saleya nario,aosrd-webinars-033-0MvEBIG53X4:strong;aosrd-webinars-197-92sBrfKcyfE:variant_derivative;aosrd-webinars-256-6autPt87jWw:possible,3BvIJDrhEXHdWPee7Ztw2x6EmdE,2025-12-10,Research/lectures/clearfield-webinar-2025-12-10,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,cataloged_external,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=129, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=3 (unconfirmed identity); sync=transcript_plus_screenshots; pass1_candidate_youtube_ids=0MvEBIG53X4,6autPt87jWw,92sBrfKcyfE (unconfirmed); pass1_candidate_pdf_urls=1 (unconfirmed identity)"
otter-OyOI3AvRLueyq57ys04VXI5U1WU,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — December 17, 2025: Vasomotor Symptoms & Estradiol-First HRT (Gersh)",tuesday integrative health webinar december 17 2025 vasomotor symptoms estradiol first hrt gersh,aosrd-webinars-032-ujLADWyiIR8:strong;aosrd-webinars-053-Y-_p7jNbZaY:possible;aosrd-webinars-063-4Nhoej8KtNE:possible;aosrd-2022-sunday-6-gersh-pcos-march-2022-osteopathic-conference:possible,OyOI3AvRLueyq57ys04VXI5U1WU,2025-12-17,Research/lectures/clearfield-webinar-2025-12-17,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,cataloged_external,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=55, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=4 (unconfirmed identity); sync=transcript_plus_screenshots; pass1_candidate_youtube_ids=4Nhoej8KtNE,Y-_p7jNbZaY,ujLADWyiIR8 (unconfirmed); pass1_candidate_pdf_urls=1 (unconfirmed identity)"
otter-CQjlfnZLZ-CY25UUEq35pSQ0lug,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — December 24, 2025: Biotransformation, Detoxification & Creatine Pearls",tuesday integrative health webinar december 24 2025 biotransformation detoxification creatine pearls,aosrd-webinars-111-6Ydzs4z54kg:possible;aosrd-webinars-136-HfjLBsKBxKM:possible;aosrd-webinars-165-bZZJFrrvTcg:possible;aosrd-webinars-186-hUswEBL-LBc:possible;aosrd-webinars-190-5hQ-anaFGIU:possible,CQjlfnZLZ-CY25UUEq35pSQ0lug,2025-12-24,Research/lectures/clearfield-webinar-2025-12-24,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,cataloged_external,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=52, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=5 (unconfirmed identity); sync=transcript_plus_screenshots; pass1_candidate_youtube_ids=5hQ-anaFGIU,6Ydzs4z54kg,HfjLBsKBxKM,bZZJFrrvTcg,hUswEBL-LBc (unconfirmed); pass1_candidate_pdf_urls=2 (unconfirmed identity)"
otter-zXf2JR4NKM7KxvOGrUxYJnH-ld8,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — December 31, 2025: Vitamin C & Hormones + Microbiome/FMT Q&A (Piper Dobner)",tuesday integrative health webinar december 31 2025 vitamin c hormones microbiome fmt q a piper dobner,aosrd-webinars-088-dMzAToPWgfw:possible;aosrd-webinars-280-gLzMZA_eM5g:possible,zXf2JR4NKM7KxvOGrUxYJnH-ld8,2025-12-31,Research/lectures/clearfield-webinar-2025-12-31,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,cataloged_external,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=54, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=2 (unconfirmed identity); sync=transcript_plus_screenshots; pass1_candidate_youtube_ids=dMzAToPWgfw,gLzMZA_eM5g (unconfirmed); pass1_candidate_pdf_urls=1 (unconfirmed identity)"
otter-GH57wayNAp6iLAYz_3IRSsC5few,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — January 7, 2026: Collagen Signaling & Osteoporosis Testing (Fracture Risk)",tuesday integrative health webinar january 7 2026 collagen signaling osteoporosis testing fracture risk,aosrd-webinars-030-STzYdlwj7lI:possible;aosrd-webinars-199-GpYX1_vmLFI:possible,GH57wayNAp6iLAYz_3IRSsC5few,2026-01-07,Research/lectures/clearfield-webinar-2026-01-07,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,cataloged_external,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=61, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=2 (unconfirmed identity); sync=transcript_plus_screenshots; pass1_candidate_youtube_ids=GpYX1_vmLFI,STzYdlwj7lI (unconfirmed); pass1_candidate_pdf_urls=1 (unconfirmed identity)"
otter-lBEx4QEhjOy2jlQIxmXZmxIj5BM,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — January 14, 2026: Humanin Tip & Cannabis for Dementia (Sulak)",tuesday integrative health webinar january 14 2026 humanin tip cannabis for dementia sulak,aosrd-webinars-029:strong;aosrd-webinars-126-G9uQCF-71w4:possible,lBEx4QEhjOy2jlQIxmXZmxIj5BM,2026-01-14,Research/lectures/clearfield-webinar-2026-01-14,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,not_checked,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=105, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=2 (unconfirmed identity); sync=transcript_plus_screenshots; pass1_candidate_youtube_ids=G9uQCF-71w4 (unconfirmed)"
otter-l416W8yP4i7dv3Jhd5H2F74zMnU,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — January 21, 2026: Telomeres, Telomerase & How Not to Age (Bill Andrews)",tuesday integrative health webinar january 21 2026 telomeres telomerase how not to age bill andrews,aosrd-webinars-016-VbIvp2bY8xs:possible;aosrd-webinars-028-IEiWWFt1dUg:strong;aosrd-webinars-080-zNlsUByAduM:possible;aosrd-webinars-191-ZrOMyfW29og:possible,l416W8yP4i7dv3Jhd5H2F74zMnU,2026-01-21,Research/lectures/clearfield-webinar-2026-01-21,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,cataloged_external,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=122, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=4 (unconfirmed identity); sync=transcript_plus_screenshots; pass1_candidate_youtube_ids=IEiWWFt1dUg,VbIvp2bY8xs,ZrOMyfW29og,zNlsUByAduM (unconfirmed); pass1_candidate_pdf_urls=1 (unconfirmed identity)"
otter-MgYpfjiYtlaKaW_z2gwloZSPQ5o,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — January 28, 2026: LL-37 Tip & Battlefield Acupuncture",tuesday integrative health webinar january 28 2026 ll 37 tip battlefield acupuncture,aosrd-webinars-020-IHGfQHUyCaY:possible,MgYpfjiYtlaKaW_z2gwloZSPQ5o,2026-01-28,Research/lectures/clearfield-webinar-2026-01-28,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,not_checked,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=217, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=1 (unconfirmed identity); sync=transcript_plus_screenshots; pass1_candidate_youtube_ids=IHGfQHUyCaY (unconfirmed)"
otter-GMgbZhdKVzi_Uu9bXvypJxkwwKM,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — February 4, 2026: Kratom Gray Zone & Mitochondrial Therapeutics (MitoQ)",tuesday integrative health webinar february 4 2026 kratom gray zone mitochondrial therapeutics mitoq,aosrd-webinars-027-ukSSwKzur48:strong;aosrd-webinars-053-Y-_p7jNbZaY:possible,GMgbZhdKVzi_Uu9bXvypJxkwwKM,2026-02-04,Research/lectures/clearfield-webinar-2026-02-04,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,not_checked,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=47, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=2 (unconfirmed identity); sync=transcript_plus_screenshots; pass1_candidate_youtube_ids=Y-_p7jNbZaY,ukSSwKzur48 (unconfirmed)"
otter-Z9n_3HuDLHeLCNsCxD97Y679BQA,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — February 11, 2026: Ibogaine Tip & Ketamine for TRD",tuesday integrative health webinar february 11 2026 ibogaine tip ketamine for trd,aosrd-webinars-026-v3cUiPMVJnw:strong,Z9n_3HuDLHeLCNsCxD97Y679BQA,2026-02-11,Research/lectures/clearfield-webinar-2026-02-11,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,not_checked,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=86, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=1 (unconfirmed identity); sync=transcript_plus_screenshots; pass1_candidate_youtube_ids=v3cUiPMVJnw (unconfirmed)"
otter-noIHLP-haQRngsIwy5mlPxVj6SM,AOSRD_Clearfield,clearfield_otter,"Tuesday Integrative Health Webinar — February 18, 2026",tuesday integrative health webinar february 18 2026,aosrd-webinars-014-OOyPAmbcz0U:possible;aosrd-webinars-025-FFLoos87gRA:strong,noIHLP-haQRngsIwy5mlPxVj6SM,2026-02-18,Research/lectures/clearfield-webinar-2026-02-18,present_local,present_local,present_local,present_local,present_local,present_local,present_local,absent,present_local,claimed_present_elsewhere,true,absent,claimed_present_elsewhere,absent,absent,absent,absent,absent,cataloged_external,not_checked,absent,,not_checked,absent,not_checked,absent,not_checked,absent,present_local,text_plus_visual_claimed_elsewhere,"slides claimed downloaded (count=43, packet.status=downloaded); 0 JPEG/PNG under slides/ on this disk (gitignore Research/lectures/*/slides/*.jpeg); pass1_web_candidates=2 (unconfirmed identity); sync=transcript_only; pass1_candidate_youtube_ids=FFLoos87gRA,OOyPAmbcz0U (unconfirmed)"
