acquisition_unit_id,representation_type,source_system,external_url_original,external_url_canonical,canonicalization_status,authorized_erc_ids,catalog_record_ids,acquisition_purpose,shared_representation,erc_reference_count,local_presence_status,pass4_5_authorization_state,epistemic_ceiling,notes
AU-001,AOSRD_PDF,aosrd,https://aosrd.org/another-view-of-the-endocannabinoid-system-with-dr-robert-quinn/,https://aosrd.org/another-view-of-the-endocannabinoid-system-with-dr-robert-quinn/,ok,erc-4.5-pdf-008-aosrd-webinars-153-xF0qI-tdmWo,aosrd-webinars-153-xF0qI-tdmWo,identity_resolution,false,1,not_present,AUTHORIZE,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,source_type+canonical_url key=AOSRD_PDF::https://aosrd.org/another-view-of-the-endocannabinoid-system-with-dr-robert-quinn/; original_urls=1; contributing_ercs=1
AU-045,AOSRD_PDF,aosrd,https://aosrd.org/wp-content/uploads/2022/06/The-Future-of-Biological-Dentistry-by-Dr-Scott-Chandler.pdf,https://aosrd.org/wp-content/uploads/2022/06/The-Future-of-Biological-Dentistry-by-Dr-Scott-Chandler.pdf,ok,erc-4.5-pdf-048-aosrd-webinars-224-qORv5ARtglk,aosrd-webinars-224-qORv5ARtglk,new_session_candidate,false,1,not_present,AUTHORIZE,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,source_type+canonical_url key=AOSRD_PDF::https://aosrd.org/wp-content/uploads/2022/06/The-Future-of-Biological-Dentistry-by-Dr-Scott-Chandler.pdf; original_urls=1; contributing_ercs=1
AU-046,AOSRD_PDF,aosrd,https://aosrd.org/wp-content/uploads/2022/08/Clinical-Manifestations-on-Gut-Brain-Connections.pdf,https://aosrd.org/wp-content/uploads/2022/08/Clinical-Manifestations-on-Gut-Brain-Connections.pdf,ok,erc-4.5-pdf-047-aosrd-webinars-214-Zf7hlrZ7Ljo,aosrd-webinars-214-Zf7hlrZ7Ljo,new_session_candidate,false,1,not_present,AUTHORIZE,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,source_type+canonical_url key=AOSRD_PDF::https://aosrd.org/wp-content/uploads/2022/08/Clinical-Manifestations-on-Gut-Brain-Connections.pdf; original_urls=1; contributing_ercs=1
AU-047,AOSRD_PDF,aosrd,https://aosrd.org/wp-content/uploads/2022/12/The-Role-of-Nutrition-and-Prevention-1.pdf,https://aosrd.org/wp-content/uploads/2022/12/The-Role-of-Nutrition-and-Prevention-1.pdf,ok,erc-4.5-pdf-038-aosrd-webinars-198-fwLHIoDOipY,aosrd-webinars-198-fwLHIoDOipY,new_session_candidate,false,1,not_present,AUTHORIZE,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,source_type+canonical_url key=AOSRD_PDF::https://aosrd.org/wp-content/uploads/2022/12/The-Role-of-Nutrition-and-Prevention-1.pdf; original_urls=1; contributing_ercs=1
AU-048,AOSRD_PDF,aosrd,https://aosrd.org/wp-content/uploads/2023/01/14-3-3eta_AOSIM_Final_2023.pdf,https://aosrd.org/wp-content/uploads/2023/01/14-3-3eta_AOSIM_Final_2023.pdf,ok,erc-4.5-pdf-035-aosrd-webinars-195-i-q4BtUNVuI,aosrd-webinars-195-i-q4BtUNVuI,new_session_candidate,false,1,not_present,AUTHORIZE,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,source_type+canonical_url key=AOSRD_PDF::https://aosrd.org/wp-content/uploads/2023/01/14-3-3eta_AOSIM_Final_2023.pdf; original_urls=1; contributing_ercs=1
AU-049,AOSRD_PDF,aosrd,https://aosrd.org/wp-content/uploads/2023/07/Pharmacology-of-Emerging-Therapies-in-Chronic-Disease-Management-2023.pdf,https://aosrd.org/wp-content/uploads/2023/07/Pharmacology-of-Emerging-Therapies-in-Chronic-Disease-Management-2023.pdf,ok,erc-4.5-pdf-015-aosrd-webinars-166-RM39JRpthTg,aosrd-webinars-166-RM39JRpthTg,new_session_candidate,false,1,not_present,AUTHORIZE,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,source_type+canonical_url key=AOSRD_PDF::https://aosrd.org/wp-content/uploads/2023/07/Pharmacology-of-Emerging-Therapies-in-Chronic-Disease-Management-2023.pdf; original_urls=1; contributing_ercs=1
AU-050,AOSRD_PDF,aosrd,https://aosrd.org/wp-content/uploads/2023/11/Neuroinflammation-the-road-to-Neuropsychiatric-Illnesses-with-Dr.-Mark-Gordon.pdf,https://aosrd.org/wp-content/uploads/2023/11/Neuroinflammation-the-road-to-Neuropsychiatric-Illnesses-with-Dr.-Mark-Gordon.pdf,ok,erc-4.5-pdf-006-aosrd-webinars-141-sqvJDTzrtDc,aosrd-webinars-141-sqvJDTzrtDc,new_session_candidate,false,1,not_present,AUTHORIZE,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,source_type+canonical_url key=AOSRD_PDF::https://aosrd.org/wp-content/uploads/2023/11/Neuroinflammation-the-road-to-Neuropsychiatric-Illnesses-with-Dr.-Mark-Gordon.pdf; original_urls=1; contributing_ercs=1
AU-051,AOSRD_PDF,aosrd,https://aosrd.org/wp-content/uploads/2024/09/Powerpoint-Drug-induced-Nutrient-Depletion-3-11-23.pptx.pdf,https://aosrd.org/wp-content/uploads/2024/09/Powerpoint-Drug-induced-Nutrient-Depletion-3-11-23.pptx.pdf,ok,erc-4.5-pdf-004-aosrd-webinars-091-EC0ajS7U0yQ,aosrd-webinars-091-EC0ajS7U0yQ,representation_enrichment,false,1,not_present,AUTHORIZE,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,source_type+canonical_url key=AOSRD_PDF::https://aosrd.org/wp-content/uploads/2024/09/Powerpoint-Drug-induced-Nutrient-Depletion-3-11-23.pptx.pdf; original_urls=1; contributing_ercs=1
AU-052,AOSRD_PDF,aosrd,https://aosrd.org/wp-content/uploads/2024/10/EMF-2024.pdf,https://aosrd.org/wp-content/uploads/2024/10/EMF-2024.pdf,ok,erc-4.5-pdf-003-aosrd-webinars-089-YGd1siNfdVc,aosrd-webinars-089-YGd1siNfdVc,representation_enrichment,false,1,not_present,AUTHORIZE,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,source_type+canonical_url key=AOSRD_PDF::https://aosrd.org/wp-content/uploads/2024/10/EMF-2024.pdf; original_urls=1; contributing_ercs=1
AU-053,AOSRD_PDF,aosrd,https://aosrd.org/wp-content/uploads/2025/03/Culinary-Translation_slide-handout_2.pdf,https://aosrd.org/wp-content/uploads/2025/03/Culinary-Translation_slide-handout_2.pdf,ok,erc-4.5-pdf-002-aosrd-webinars-071-zKxcCQelKT4,aosrd-webinars-071-zKxcCQelKT4,identity_resolution,false,1,not_present,AUTHORIZE,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,source_type+canonical_url key=AOSRD_PDF::https://aosrd.org/wp-content/uploads/2025/03/Culinary-Translation_slide-handout_2.pdf; original_urls=1; contributing_ercs=1
AU-054,AOSRD_PDF,aosrd,https://aosrd.org/wp-content/uploads/2026/06/Ancient-Wisdom-Modern-Healing1.pdf,https://aosrd.org/wp-content/uploads/2026/06/Ancient-Wisdom-Modern-Healing1.pdf,ok,erc-4.5-pdf-001-aosrd-webinars-008-w5yTm2FVNFg,aosrd-webinars-008-w5yTm2FVNFg,new_session_candidate,false,1,not_present,AUTHORIZE,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,source_type+canonical_url key=AOSRD_PDF::https://aosrd.org/wp-content/uploads/2026/06/Ancient-Wisdom-Modern-Healing1.pdf; original_urls=1; contributing_ercs=1
