record_id,ecosystem,source,original_title,normalized_title,pass1_reference,pass1_match_class,otter_id,otter_date,packet_dir,external_representation_type,external_url,local_representation_already_present,novelty_score,identity_confidence,evidence_gain_score,processing_effort,duplication_risk,downstream_utility,preservation_value,acquisition_cost_class,information_gain_effort,acquisition_decision,acquisition_rationale,what_this_could_add,what_we_already_have,blocking_condition,notes
aosrd-webinars-056-X9owMRSxKU8,AOSRD_Clearfield,aosrd_webinars_youtube,"Ascorbate Intelligence-The Catalyst Behind Hormones, Mitochondria and Metabolism with Lior Sher 02-July-2025 (Video)",ascorbate intelligence the catalyst behind hormones mitochondria and metabolism with lior sher 02 july 2025 video,aosrd-webinars-056-X9owMRSxKU8,possible,DoY_YVmmJsZyWDMnmIlwfTtYV7k,2025-07-01,Research/lectures/clearfield-webinar-2025-07-01,YouTube_video,https://youtu.be/X9owMRSxKU8,yes,1,low,1,very_high,high,low,low,high,poor,DEFER_IDENTITY_UNRESOLVED,Pass 1 match is only possible. Video acquisition/processing is expensive and captions are unverified. Resolve identity first before considering video.,Unclear until identity is resolved; may largely duplicate Otter text.,DoY_YVmmJsZyWDMnmIlwfTtYV7k:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,resolve_identity_before_video_acquisition,pass3_availability=available_external; captions=not_checked; has_pdf_also=False
aosrd-webinars-057-2Wyq9xwKxNo,AOSRD_Clearfield,aosrd_webinars_youtube,"Cholesterol Decoded The Good, the Bad, and the Misunderstood by Dr. Benoit Tano 18-June-2025 (Video)",cholesterol decoded the good the bad and the misunderstood by dr benoit tano 18 june 2025 video,aosrd-webinars-057-2Wyq9xwKxNo,possible,81vgkJ55QnsvesXbnyxCMQPr6Rc;glV8jJH0PlVmEafpjvon_ZOlt6g,2026-06-09;2025-06-03,Research/lectures/clearfield-webinar-2026-06-09;Research/lectures/clearfield-webinar-2025-06-03,YouTube_video,https://youtu.be/2Wyq9xwKxNo,yes,1,low,1,very_high,high,low,low,high,poor,DEFER_IDENTITY_UNRESOLVED,Pass 1 match is only possible. Video acquisition/processing is expensive and captions are unverified. Resolve identity first before considering video.,Unclear until identity is resolved; may largely duplicate Otter text.,81vgkJ55QnsvesXbnyxCMQPr6Rc:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; glV8jJH0PlVmEafpjvon_ZOlt6g:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,resolve_identity_before_video_acquisition,pass3_availability=available_external; captions=not_checked; has_pdf_also=False
aosrd-webinars-058-Kr52d-glwNw,AOSRD_Clearfield,aosrd_webinars_youtube,Seven Mushrooms for Longevity with Dr. Xochitl Palomino 18-June-2025 (Video),seven mushrooms for longevity with dr xochitl palomino 18 june 2025 video,aosrd-webinars-058-Kr52d-glwNw,possible,hnYI5BcQQLHjFGK0Vv7Jdr3Okdg,2025-06-10,Research/lectures/clearfield-webinar-2025-06-10,YouTube_video,https://youtu.be/Kr52d-glwNw,yes,1,low,1,very_high,high,low,low,high,poor,DEFER_IDENTITY_UNRESOLVED,Pass 1 match is only possible. Video acquisition/processing is expensive and captions are unverified. Resolve identity first before considering video.,Unclear until identity is resolved; may largely duplicate Otter text.,hnYI5BcQQLHjFGK0Vv7Jdr3Okdg:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,resolve_identity_before_video_acquisition,pass3_availability=available_external; captions=not_checked; has_pdf_also=False
aosrd-webinars-059-2g96fVoSALE,AOSRD_Clearfield,aosrd_webinars_youtube,Mitochondrial Dysfunction in Aging 18-June-2025 (Video),mitochondrial dysfunction in aging 18 june 2025 video,aosrd-webinars-059-2g96fVoSALE,possible,GoRuWgRFUBHzZE--rF7qmxgBIOc,2025-06-17,Research/lectures/clearfield-webinar-2025-06-17,YouTube_video,https://youtu.be/2g96fVoSALE,yes,1,low,1,very_high,high,low,low,high,poor,DEFER_IDENTITY_UNRESOLVED,Pass 1 match is only possible. Video acquisition/processing is expensive and captions are unverified. Resolve identity first before considering video.,Unclear until identity is resolved; may largely duplicate Otter text.,GoRuWgRFUBHzZE--rF7qmxgBIOc:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,resolve_identity_before_video_acquisition,pass3_availability=available_external; captions=not_checked; has_pdf_also=False
aosrd-webinars-060-NNAnnAJAIQk,AOSRD_Clearfield,aosrd_webinars_youtube,"Cholesterol Decoded The Good, the Bad, and the Misunderstood by Dr. Benoit Tano 11-June-2025 (Video)",cholesterol decoded the good the bad and the misunderstood by dr benoit tano 11 june 2025 video,aosrd-webinars-060-NNAnnAJAIQk,possible,81vgkJ55QnsvesXbnyxCMQPr6Rc;glV8jJH0PlVmEafpjvon_ZOlt6g,2026-06-09;2025-06-03,Research/lectures/clearfield-webinar-2026-06-09;Research/lectures/clearfield-webinar-2025-06-03,YouTube_video,https://youtu.be/NNAnnAJAIQk,yes,0,low,0,unknown,low,low,low,unknown,poor,NO_ACQUISITION_INDICATED,YouTube_video URL is cataloged but Pass 3 found it unavailable externally (e.g. oEmbed 404).,Nothing while unavailable.,81vgkJ55QnsvesXbnyxCMQPr6Rc:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; glV8jJH0PlVmEafpjvon_ZOlt6g:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,external video currently unavailable,pass3_availability=unavailable_external
aosrd-webinars-061-nrjK17pBbBk,AOSRD_Clearfield,aosrd_webinars_youtube,Seven Mushrooms for Longevity with Dr. Xochitl Palomino 11-June-2025 (Video),seven mushrooms for longevity with dr xochitl palomino 11 june 2025 video,aosrd-webinars-061-nrjK17pBbBk,strong,hnYI5BcQQLHjFGK0Vv7Jdr3Okdg,2025-06-10,Research/lectures/clearfield-webinar-2025-06-10,YouTube_video,https://youtu.be/nrjK17pBbBk,yes,0,high,0,unknown,low,low,low,unknown,poor,NO_ACQUISITION_INDICATED,YouTube_video URL is cataloged but Pass 3 found it unavailable externally (e.g. oEmbed 404).,Nothing while unavailable.,hnYI5BcQQLHjFGK0Vv7Jdr3Okdg:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,external video currently unavailable,pass3_availability=unavailable_external
aosrd-webinars-062-KwIprK6R0yA,AOSRD_Clearfield,aosrd_webinars_youtube,Muscle Centric Health (Video),muscle centric health video,aosrd-webinars-062-KwIprK6R0yA,no_match,,,,YouTube_video,https://youtu.be/KwIprK6R0yA,no,3,unresolved,2,very_high,low,medium,medium,very_high,poor,DEFER_EXPENSIVE_VIDEO,"Potentially new session relative to Otter corpus (Pass 1 no_match — not confirmed new), but representation is video-only with captions/transcript status not_checked. Acquisition would likely require download + transcription (very high effort) without a verified text route. Defer until caption availability can be verified without downloading, or until a cheaper text representation is found.",Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=False; pot=potentially_new_session
aosrd-webinars-063-4Nhoej8KtNE,AOSRD_Clearfield,aosrd_webinars_youtube,"To Aromatize or Not Aromatize , That is Question. Optimizing HRT in Men, with Dr. Jacquelyn Sammons (Video)",to aromatize or not aromatize that is question optimizing hrt in men with dr jacquelyn sammons video,aosrd-webinars-063-4Nhoej8KtNE,possible,OyOI3AvRLueyq57ys04VXI5U1WU;OlXuXl73V1RAQ4bVYXoakDZMRnU;OL_Ukp1RYjVvnjsMHnF2eXCXDC8,2025-12-17;2026-04-07;2024-10-01,Research/lectures/clearfield-webinar-2025-12-17;Research/lectures/clearfield-webinar-2026-04-07;Research/lectures/clearfield-webinar-2024-10-01,YouTube_video,https://youtu.be/4Nhoej8KtNE,yes,1,low,1,very_high,high,low,low,high,poor,DEFER_IDENTITY_UNRESOLVED,Pass 1 match is only possible. Video acquisition/processing is expensive and captions are unverified. Resolve identity first before considering video.,Unclear until identity is resolved; may largely duplicate Otter text.,OyOI3AvRLueyq57ys04VXI5U1WU:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; OlXuXl73V1RAQ4bVYXoakDZMRnU:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; OL_Ukp1RYjVvnjsMHnF2eXCXDC8:otter_transcript+otter_summary+mednote_stack,resolve_identity_before_video_acquisition,pass3_availability=available_external; captions=not_checked; has_pdf_also=False
aosrd-webinars-064-JRwekVs321Y,AOSRD_Clearfield,aosrd_webinars_youtube,Novel Scientific Considerations for Optimized Lean Muscle Mass with Dr. Chris Melitis 22-Apr-2025 (Video),novel scientific considerations for optimized lean muscle mass with dr chris melitis 22 apr 2025 video,aosrd-webinars-064-JRwekVs321Y,strong,12d7QbwxGiZlK8kVCNzSowPUQXE;5HPCyqwQxi9QD1of8g-CPHrnFcc;TNvBcRwwSnrkWGe2_L3i3lGvYYk,2025-04-22;2025-01-08;2024-12-11,Research/lectures/clearfield-webinar-2025-04-22;Research/lectures/clearfield-webinar-2025-01-08;Research/lectures/clearfield-webinar-2024-12-11,YouTube_video,https://youtu.be/JRwekVs321Y,yes,1,high,1,very_high,high,low,low,high,poor,DEFER_EXPENSIVE_VIDEO,"YouTube_video appears to duplicate an Otter-covered session (Pass 1 strong). Otter transcript + MedNote already exist locally. Captions/transcript status is not verified (Pass 3 not_checked), so video acquisition would be high-cost with little expected text gain. No verified additional text representation is currently available.",Possibly AV fidelity / delivery timing; unlikely new textual knowledge vs Otter.,12d7QbwxGiZlK8kVCNzSowPUQXE:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; 5HPCyqwQxi9QD1of8g-CPHrnFcc:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; TNvBcRwwSnrkWGe2_L3i3lGvYYk:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,do_not_acquire_video_while_otter_text_exists_and_captions_unverified,pass3_availability=available_external; captions=not_checked; has_pdf_also=False
aosrd-webinars-065-l0Rjq3pwOR8,AOSRD_Clearfield,aosrd_webinars_youtube,Aging and Anti-Aging through the Lens of the Immune System with Lisa Tamati 15-Apr-2025 (Video),aging and anti aging through the lens of the immune system with lisa tamati 15 apr 2025 video,aosrd-webinars-065-l0Rjq3pwOR8,strong,4qg44PRw27Y2Jbzl7MXMYCX0HuI;pw9yXaKVUW0ETXgSRTRBaLEzqQc;y59a2fEx8UgOiThJHr1w-HcQc1U,2025-04-15;2024-08-27;2024-08-20,Research/lectures/clearfield-webinar-2025-04-15;Research/lectures/clearfield-webinar-2024-08-27;Research/lectures/clearfield-webinar-2024-08-20,YouTube_video,https://youtu.be/l0Rjq3pwOR8,yes,1,high,1,very_high,high,low,low,high,poor,DEFER_EXPENSIVE_VIDEO,"YouTube_video appears to duplicate an Otter-covered session (Pass 1 strong). Otter transcript + MedNote already exist locally. Captions/transcript status is not verified (Pass 3 not_checked), so video acquisition would be high-cost with little expected text gain. No verified additional text representation is currently available.",Possibly AV fidelity / delivery timing; unlikely new textual knowledge vs Otter.,4qg44PRw27Y2Jbzl7MXMYCX0HuI:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; pw9yXaKVUW0ETXgSRTRBaLEzqQc:otter_transcript+otter_summary+mednote_stack; y59a2fEx8UgOiThJHr1w-HcQc1U:otter_transcript+otter_summary+mednote_stack,do_not_acquire_video_while_otter_text_exists_and_captions_unverified,pass3_availability=available_external; captions=not_checked; has_pdf_also=False
aosrd-webinars-066-DhiMsRLaERI,AOSRD_Clearfield,aosrd_webinars_youtube,Understanding Medical Issues Through a Constitutional Homeopathic Lens with Dr. Payam Hakimi 8-Apr-2025 (Video),understanding medical issues through a constitutional homeopathic lens with dr payam hakimi 8 apr 2025 video,aosrd-webinars-066-DhiMsRLaERI,strong,6Jsw7QNZfMK82hH28Fgc1lAC87k,2025-04-08,Research/lectures/clearfield-webinar-2025-04-08,YouTube_video,https://youtu.be/DhiMsRLaERI,yes,1,high,1,very_high,high,low,low,high,poor,DEFER_EXPENSIVE_VIDEO,"YouTube_video appears to duplicate an Otter-covered session (Pass 1 strong). Otter transcript + MedNote already exist locally. Captions/transcript status is not verified (Pass 3 not_checked), so video acquisition would be high-cost with little expected text gain. No verified additional text representation is currently available.",Possibly AV fidelity / delivery timing; unlikely new textual knowledge vs Otter.,6Jsw7QNZfMK82hH28Fgc1lAC87k:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,do_not_acquire_video_while_otter_text_exists_and_captions_unverified,pass3_availability=available_external; captions=not_checked; has_pdf_also=False
aosrd-webinars-067-vZ0ervyVVU0,AOSRD_Clearfield,aosrd_webinars_youtube,Train Your Brain! Learn the Joys of Neurofeedback with Dr. Marly Jones 1-Apr-2025 (Video),train your brain learn the joys of neurofeedback with dr marly jones 1 apr 2025 video,aosrd-webinars-067-vZ0ervyVVU0,strong,jZM7WB_BG5YwNdBn2EQBHQM-aNc,2025-04-01,Research/lectures/clearfield-webinar-2025-04-01,YouTube_video,https://youtu.be/vZ0ervyVVU0,yes,1,high,1,very_high,high,low,low,high,poor,DEFER_EXPENSIVE_VIDEO,"YouTube_video appears to duplicate an Otter-covered session (Pass 1 strong). Otter transcript + MedNote already exist locally. Captions/transcript status is not verified (Pass 3 not_checked), so video acquisition would be high-cost with little expected text gain. No verified additional text representation is currently available.",Possibly AV fidelity / delivery timing; unlikely new textual knowledge vs Otter.,jZM7WB_BG5YwNdBn2EQBHQM-aNc:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,do_not_acquire_video_while_otter_text_exists_and_captions_unverified,pass3_availability=available_external; captions=not_checked; has_pdf_also=False
aosrd-webinars-068-vS6aw3GkcRI,AOSRD_Clearfield,aosrd_webinars_youtube,The Laboratory Functional Medicine with Dr. Bill Clearfield 25-Mar-2025 (Video),the laboratory functional medicine with dr bill clearfield 25 mar 2025 video,aosrd-webinars-068-vS6aw3GkcRI,strong,Zxy20R1uant_QctiZutXLSt-Q-E,2025-03-25,Research/lectures/clearfield-webinar-2025-03-25,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2025/03/Copy-of-8.-The-Laboratory-of-Functional-Medicine.pdf,yes,0,high,0,low,high,low,low,low,poor,NO_ACQUISITION_INDICATED,AOSRD PDF already present locally for this catalog record (Pass 2).,Nothing beyond the already-local PDF/frames.,local_pdf;frames,,pdf_role=already_local; pass3_pdf_availability=available_external; pass1_rel=existing_session_representation
aosrd-webinars-068-vS6aw3GkcRI,AOSRD_Clearfield,aosrd_webinars_youtube,The Laboratory Functional Medicine with Dr. Bill Clearfield 25-Mar-2025 (Video),the laboratory functional medicine with dr bill clearfield 25 mar 2025 video,aosrd-webinars-068-vS6aw3GkcRI,strong,Zxy20R1uant_QctiZutXLSt-Q-E,2025-03-25,Research/lectures/clearfield-webinar-2025-03-25,YouTube_video,https://youtu.be/vS6aw3GkcRI,yes,1,high,1,very_high,high,low,low,high,poor,DEFER_EXPENSIVE_VIDEO,"YouTube_video appears to duplicate an Otter-covered session (Pass 1 strong). Otter transcript + MedNote already exist locally. Captions/transcript status is not verified (Pass 3 not_checked), so video acquisition would be high-cost with little expected text gain. Prefer the companion AOSRD PDF if visual enrichment is needed.",Possibly AV fidelity / delivery timing; unlikely new textual knowledge vs Otter.,Zxy20R1uant_QctiZutXLSt-Q-E:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,do_not_acquire_video_while_otter_text_exists_and_captions_unverified,pass3_availability=available_external; captions=not_checked; has_pdf_also=True
aosrd-webinars-069-kSvKhj5JSv0,AOSRD_Clearfield,aosrd_webinars_youtube,The Microbiome in Health and Disease with Dr Bill Clearfield 18-Mar-2025 (Video),the microbiome in health and disease with dr bill clearfield 18 mar 2025 video,aosrd-webinars-069-kSvKhj5JSv0,strong,pfNO6khumfRfVoCync03aVBxZ70;P1FgRy3FvTrrNYsXISdsJKJeiEg;ZdpkFb1zUrwSD134tv35ZcrcaI8;0pIRZSR5hLU8vZNbqCJ9pLpRE9M,2025-03-18;2024-11-06;2025-07-29;2025-03-05,Research/lectures/clearfield-webinar-2025-03-18;Research/lectures/clearfield-webinar-2024-11-06;Research/lectures/clearfield-webinar-2025-07-29;Research/lectures/clearfield-webinar-2025-03-05,YouTube_video,https://youtu.be/kSvKhj5JSv0,yes,1,high,1,very_high,high,low,low,high,poor,DEFER_EXPENSIVE_VIDEO,"YouTube_video appears to duplicate an Otter-covered session (Pass 1 strong). Otter transcript + MedNote already exist locally. Captions/transcript status is not verified (Pass 3 not_checked), so video acquisition would be high-cost with little expected text gain. No verified additional text representation is currently available.",Possibly AV fidelity / delivery timing; unlikely new textual knowledge vs Otter.,pfNO6khumfRfVoCync03aVBxZ70:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; P1FgRy3FvTrrNYsXISdsJKJeiEg:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; ZdpkFb1zUrwSD134tv35ZcrcaI8:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; 0pIRZSR5hLU8vZNbqCJ9pLpRE9M:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,do_not_acquire_video_while_otter_text_exists_and_captions_unverified,pass3_availability=available_external; captions=not_checked; has_pdf_also=False
aosrd-webinars-070-inmmno5OVKk,AOSRD_Clearfield,aosrd_webinars_youtube,Small Intestine Bacterial Overgrowth with Dr. Arland Hill 11-Mar-2025 (Video),small intestine bacterial overgrowth with dr arland hill 11 mar 2025 video,aosrd-webinars-070-inmmno5OVKk,strong,ClN5CZe78b8lp6a0nf44-DzCDCo,2025-03-11,Research/lectures/clearfield-webinar-2025-03-11,YouTube_video,https://youtu.be/inmmno5OVKk,yes,1,high,1,very_high,high,low,low,high,poor,DEFER_EXPENSIVE_VIDEO,"YouTube_video appears to duplicate an Otter-covered session (Pass 1 strong). Otter transcript + MedNote already exist locally. Captions/transcript status is not verified (Pass 3 not_checked), so video acquisition would be high-cost with little expected text gain. No verified additional text representation is currently available.",Possibly AV fidelity / delivery timing; unlikely new textual knowledge vs Otter.,ClN5CZe78b8lp6a0nf44-DzCDCo:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere+pathway,do_not_acquire_video_while_otter_text_exists_and_captions_unverified,pass3_availability=available_external; captions=not_checked; has_pdf_also=False
aosrd-webinars-071-zKxcCQelKT4,AOSRD_Clearfield,aosrd_webinars_youtube,Culinary Oncology with Chef Laura Pole 04-Mar-2025 (Video),culinary oncology with chef laura pole 04 mar 2025 video,aosrd-webinars-071-zKxcCQelKT4,possible,0pIRZSR5hLU8vZNbqCJ9pLpRE9M,2025-03-05,Research/lectures/clearfield-webinar-2025-03-05,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2025/03/Culinary-Translation_slide-handout_2.pdf,yes,2,low,2,low,medium,medium,medium,low,moderate,CONDITIONAL_ACQUIRE,Pass 1 relationship is possible only. PDF is a low-cost artifact that could help resolve identity against Otter candidates and/or add slides if the match is later confirmed. Acquire only as an identity-resolution / enrichment step — not as confirmed new knowledge.,Identity-resolution evidence plus possible visual/source material.,0pIRZSR5hLU8vZNbqCJ9pLpRE9M:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,purpose=identity_resolution; confirm human intent before acquire; do not treat as confirmed same-session until reviewed,pdf_role=identity_resolution_candidate; pass3_pdf_availability=available_external; pass1_rel=possible_existing_session_representation
aosrd-webinars-071-zKxcCQelKT4,AOSRD_Clearfield,aosrd_webinars_youtube,Culinary Oncology with Chef Laura Pole 04-Mar-2025 (Video),culinary oncology with chef laura pole 04 mar 2025 video,aosrd-webinars-071-zKxcCQelKT4,possible,0pIRZSR5hLU8vZNbqCJ9pLpRE9M,2025-03-05,Research/lectures/clearfield-webinar-2025-03-05,YouTube_video,https://youtu.be/zKxcCQelKT4,yes,1,low,1,very_high,high,low,low,high,poor,DEFER_IDENTITY_UNRESOLVED,Pass 1 match is only possible. Video acquisition/processing is expensive and captions are unverified. Resolve identity first; preferably via the low-cost companion PDF before considering video.,Unclear until identity is resolved; may largely duplicate Otter text.,0pIRZSR5hLU8vZNbqCJ9pLpRE9M:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,resolve_identity_before_video_acquisition; prefer_PDF_first,pass3_availability=available_external; captions=not_checked; has_pdf_also=True
aosrd-webinars-072-JEF5w29s04Y,AOSRD_Clearfield,aosrd_webinars_youtube,Peptide Deep DiveThymosin Alpha 1 and Thymogen with Stefan Hartmann 19-Feb-2025 (Video),peptide deep divethymosin alpha 1 and thymogen with stefan hartmann 19 feb 2025 video,aosrd-webinars-072-JEF5w29s04Y,strong,lnZUNAyEcVNSN0i3JOEbuJcc15A,2025-02-19,Research/lectures/clearfield-webinar-2025-02-19,YouTube_video,https://youtu.be/JEF5w29s04Y,yes,1,high,1,very_high,high,low,low,high,poor,DEFER_EXPENSIVE_VIDEO,"YouTube_video appears to duplicate an Otter-covered session (Pass 1 strong). Otter transcript + MedNote already exist locally. Captions/transcript status is not verified (Pass 3 not_checked), so video acquisition would be high-cost with little expected text gain. No verified additional text representation is currently available.",Possibly AV fidelity / delivery timing; unlikely new textual knowledge vs Otter.,lnZUNAyEcVNSN0i3JOEbuJcc15A:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,do_not_acquire_video_while_otter_text_exists_and_captions_unverified,pass3_availability=available_external; captions=not_checked; has_pdf_also=False
aosrd-webinars-073-F3lfAz2jf0M,AOSRD_Clearfield,aosrd_webinars_youtube,Uveal Melanoma Research Project with Dr. Evangelica Papasotiriou 05-Feb-2025 (Video),uveal melanoma research project with dr evangelica papasotiriou 05 feb 2025 video,aosrd-webinars-073-F3lfAz2jf0M,strong,JAhRYbDDwDsC4em3dazDKyDw4gM,2025-02-05,Research/lectures/clearfield-webinar-2025-02-05,YouTube_video,https://youtu.be/F3lfAz2jf0M,yes,1,high,1,very_high,high,low,low,high,poor,DEFER_EXPENSIVE_VIDEO,"YouTube_video appears to duplicate an Otter-covered session (Pass 1 strong). Otter transcript + MedNote already exist locally. Captions/transcript status is not verified (Pass 3 not_checked), so video acquisition would be high-cost with little expected text gain. No verified additional text representation is currently available.",Possibly AV fidelity / delivery timing; unlikely new textual knowledge vs Otter.,JAhRYbDDwDsC4em3dazDKyDw4gM:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,do_not_acquire_video_while_otter_text_exists_and_captions_unverified,pass3_availability=available_external; captions=not_checked; has_pdf_also=False
aosrd-webinars-074-0DKMSGQ2wAY,AOSRD_Clearfield,aosrd_webinars_youtube,Poly MVA with Dr. Al Sanchez (Video),poly mva with dr al sanchez video,aosrd-webinars-074-0DKMSGQ2wAY,possible,Ts2MMXvFk3VIGcyQs8K33dvV7lk,2025-01-29,Research/lectures/clearfield-webinar-2025-01-29,YouTube_video,https://youtu.be/0DKMSGQ2wAY,yes,1,low,1,very_high,high,low,low,high,poor,DEFER_IDENTITY_UNRESOLVED,Pass 1 match is only possible. Video acquisition/processing is expensive and captions are unverified. Resolve identity first before considering video.,Unclear until identity is resolved; may largely duplicate Otter text.,Ts2MMXvFk3VIGcyQs8K33dvV7lk:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,resolve_identity_before_video_acquisition,pass3_availability=available_external; captions=not_checked; has_pdf_also=False
aosrd-webinars-075-044uvhXbKng,AOSRD_Clearfield,aosrd_webinars_youtube,Chronic Sinusitis and Sinus Inflammation Due to Mold Toxicity with Dr. Donald Dennis (Video),chronic sinusitis and sinus inflammation due to mold toxicity with dr donald dennis video,aosrd-webinars-075-044uvhXbKng,possible,hFcw5MS7FSAuXJGFcnPHqL6j1gM,2025-01-22,Research/lectures/clearfield-webinar-2025-01-22,YouTube_video,https://youtu.be/044uvhXbKng,yes,1,low,1,very_high,high,low,low,high,poor,DEFER_IDENTITY_UNRESOLVED,Pass 1 match is only possible. Video acquisition/processing is expensive and captions are unverified. Resolve identity first before considering video.,Unclear until identity is resolved; may largely duplicate Otter text.,hFcw5MS7FSAuXJGFcnPHqL6j1gM:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,resolve_identity_before_video_acquisition,pass3_availability=available_external; captions=not_checked; has_pdf_also=False
aosrd-webinars-076-DOa9N5ODRuU,AOSRD_Clearfield,aosrd_webinars_youtube,Mitochondrial Function in Metabolic Disease w Dr. Greg Nacarelli Jan-14-2025 (Video),mitochondrial function in metabolic disease w dr greg nacarelli jan 14 2025 video,aosrd-webinars-076-DOa9N5ODRuU,possible,uRqtR3sy0qaYlUcYL4_tPVC7Tps,2025-01-15,Research/lectures/clearfield-webinar-2025-01-15,YouTube_video,https://youtu.be/DOa9N5ODRuU,yes,1,low,1,very_high,high,low,low,high,poor,DEFER_IDENTITY_UNRESOLVED,Pass 1 match is only possible. Video acquisition/processing is expensive and captions are unverified. Resolve identity first before considering video.,Unclear until identity is resolved; may largely duplicate Otter text.,uRqtR3sy0qaYlUcYL4_tPVC7Tps:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,resolve_identity_before_video_acquisition,pass3_availability=available_external; captions=not_checked; has_pdf_also=False
aosrd-webinars-077-Y4xe9xz-84s,AOSRD_Clearfield,aosrd_webinars_youtube,Mitochondrial Function and Weight Dontrol with Dr. Chris Meletis Jan-7-2025 (Video),mitochondrial function and weight dontrol with dr chris meletis jan 7 2025 video,aosrd-webinars-077-Y4xe9xz-84s,possible,sLBIeA_Jmb8LAaQrgfDavdK3onA;5HPCyqwQxi9QD1of8g-CPHrnFcc,2025-10-28;2025-01-08,Research/lectures/clearfield-webinar-2025-10-28;Research/lectures/clearfield-webinar-2025-01-08,YouTube_video,https://youtu.be/Y4xe9xz-84s,yes,1,low,1,very_high,high,low,low,high,poor,DEFER_IDENTITY_UNRESOLVED,Pass 1 match is only possible. Video acquisition/processing is expensive and captions are unverified. Resolve identity first before considering video.,Unclear until identity is resolved; may largely duplicate Otter text.,sLBIeA_Jmb8LAaQrgfDavdK3onA:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; 5HPCyqwQxi9QD1of8g-CPHrnFcc:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,resolve_identity_before_video_acquisition,pass3_availability=available_external; captions=not_checked; has_pdf_also=False
aosrd-webinars-078-UPU3Iy5rir0,AOSRD_Clearfield,aosrd_webinars_youtube,The Nuts and Bolts of Hormone Optimization-Putting It All Together-Part 3 Growth Hormone Thyroid a(Video),the nuts and bolts of hormone optimization putting it all together part 3 growth hormone thyroid a video,aosrd-webinars-078-UPU3Iy5rir0,no_match,,,,YouTube_video,https://youtu.be/UPU3Iy5rir0,no,3,unresolved,2,very_high,low,medium,medium,very_high,poor,DEFER_EXPENSIVE_VIDEO,"Potentially new session relative to Otter corpus (Pass 1 no_match — not confirmed new), but representation is video-only with captions/transcript status not_checked. Acquisition would likely require download + transcription (very high effort) without a verified text route. Defer until caption availability can be verified without downloading, or until a cheaper text representation is found.",Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=False; pot=potentially_new_session
