record_id,ecosystem,source,original_title,normalized_title,pass1_reference,pass1_match_class,otter_id,otter_date,packet_dir,aosrd_catalog_record,aosrd_web_url,aosrd_pdf_url,aosrd_pdf_availability,youtube_id,youtube_url,youtube_availability,youtube_title,youtube_published_date,youtube_duration,youtube_captions_status,youtube_transcript_indication,vimeo_url,vimeo_availability,vimeo_captions_status,rumble_url,rumble_availability,rumble_captions_status,external_representation_types,relationship_to_existing_bds_session,local_representation_already_present,potentially_new_source_status,external_text_opportunity,notes
aosrd-webinars-050-XJAq-AZ411U,AOSRD_Clearfield,aosrd_webinars_youtube,"Mojo, Meet Medicine, Hormones, Libido, and Loving Well with Jaquelyn Sammons (Video) – 30-July-2025",mojo meet medicine hormones libido and loving well with jaquelyn sammons video 30 july 2025,aosrd-webinars-050-XJAq-AZ411U,possible,ZdpkFb1zUrwSD134tv35ZcrcaI8,2025-07-29,Research/lectures/clearfield-webinar-2025-07-29,present_local,https://aosrd.org/webinars/,,,XJAq-AZ411U,https://youtu.be/XJAq-AZ411U,available_external,"Mojo, Meet Medicine, Hormones, Libido, and Loving Well with Jaquelyn Sammons",,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-051-ChjlUoj0HK4,AOSRD_Clearfield,aosrd_webinars_youtube,"Utilizing Membrane Lipid Replacement to Repair, Replace and Renew Mtochondrial Membranes and Increase ATP Production with Ross Pelton RPh (Video) – 29-July-2025",utilizing membrane lipid replacement to repair replace and renew mtochondrial membranes and increase atp production with ross pelton rph video 29 july 2025,aosrd-webinars-051-ChjlUoj0HK4,possible,N9yVVPBjdwE0_VQF5vNgb-MVTSQ,2025-07-22,Research/lectures/clearfield-webinar-2025-07-22,present_local,https://aosrd.org/webinars/,,,ChjlUoj0HK4,https://youtu.be/ChjlUoj0HK4,available_external,Membrane Lipid Replacement to Boost Mitochondria & ATP – Ross Pelton,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-052-k7huYi1803c,AOSRD_Clearfield,aosrd_webinars_youtube,Traumatic Brain Injuries Among Service Members and Veterans with Michael Hartford LFACH (Video) – 17-July-2025,traumatic brain injuries among service members and veterans with michael hartford lfach video 17 july 2025,aosrd-webinars-052-k7huYi1803c,possible,ykfPBSHSL3meBk4yGojbTxMVIpA;FHVn8qFG7pov0fVMLuuVpKan1hA;hQzjA4-OBAL6Qn7OOOywEISWs3I,2024-10-22;2025-07-15;2025-07-08,Research/lectures/clearfield-webinar-2024-10-22;Research/lectures/clearfield-webinar-2025-07-15;Research/lectures/clearfield-webinar-2025-07-08,present_local,https://aosrd.org/webinars/,,,k7huYi1803c,https://youtu.be/k7huYi1803c,available_external,Traumatic Brain Injuries Among Service Members and Veterans with Michael Hartford LFACH,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=3; local=otter_transcript_local
aosrd-webinars-053-Y-_p7jNbZaY,AOSRD_Clearfield,aosrd_webinars_youtube,Clinical Applications of Testosterone for Women Dr William Clearfield (Video),clinical applications of testosterone for women dr william clearfield video,aosrd-webinars-053-Y-_p7jNbZaY,possible,teTBikykKpBtvemVFqClxhmIVaQ;OyOI3AvRLueyq57ys04VXI5U1WU;ClN5CZe78b8lp6a0nf44-DzCDCo;hQzjA4-OBAL6Qn7OOOywEISWs3I;GMgbZhdKVzi_Uu9bXvypJxkwwKM,2024-12-18;2025-12-17;2025-03-11;2025-07-08;2026-02-04,Research/lectures/clearfield-webinar-2024-12-18;Research/lectures/clearfield-webinar-2025-12-17;Research/lectures/clearfield-webinar-2025-03-11;Research/lectures/clearfield-webinar-2025-07-08;Research/lectures/clearfield-webinar-2026-02-04,present_local,https://aosrd.org/webinars/,,,Y-_p7jNbZaY,https://youtu.be/Y-_p7jNbZaY,available_external,Dr. Clearfield at the Androgen Society: Clinical Applications of Testosterone for Women,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=5; local=otter_transcript_local
aosrd-webinars-054-vCO3HaVDAOM,AOSRD_Clearfield,aosrd_webinars_youtube,Photobiomodulation-Harnessing the Power of Light for Wellbeing with Jordan Hamlin 08-July-2025 (Video),photobiomodulation harnessing the power of light for wellbeing with jordan hamlin 08 july 2025 video,aosrd-webinars-054-vCO3HaVDAOM,strong,hQzjA4-OBAL6Qn7OOOywEISWs3I,2025-07-08,Research/lectures/clearfield-webinar-2025-07-08,present_local,https://aosrd.org/webinars/,,,vCO3HaVDAOM,https://youtu.be/vCO3HaVDAOM,available_external,Photobiomodulation-Harnessing the Power of Light for Wellbeing with Jordan Hamlin,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,existing_session_representation,yes,no_new_source_indicated,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=strong; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-055-11puCMGl13g,AOSRD_Clearfield,aosrd_webinars_youtube,Mechanisms and Therapeutic Use of Ivermectin and Mebendazole vs. Cancer Stem Cells 02-July-2025 (Video),mechanisms and therapeutic use of ivermectin and mebendazole vs cancer stem cells 02 july 2025 video,aosrd-webinars-055-11puCMGl13g,possible,b2H7gyjRNmbN0l62XtCzeLPovDE,2025-06-24,Research/lectures/clearfield-webinar-2025-06-24,present_local,https://aosrd.org/webinars/,,,11puCMGl13g,https://youtu.be/11puCMGl13g,unavailable_external,,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed 404; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-056-X9owMRSxKU8,AOSRD_Clearfield,aosrd_webinars_youtube,"Ascorbate Intelligence-The Catalyst Behind Hormones, Mitochondria and Metabolism with Lior Sher 02-July-2025 (Video)",ascorbate intelligence the catalyst behind hormones mitochondria and metabolism with lior sher 02 july 2025 video,aosrd-webinars-056-X9owMRSxKU8,possible,DoY_YVmmJsZyWDMnmIlwfTtYV7k,2025-07-01,Research/lectures/clearfield-webinar-2025-07-01,present_local,https://aosrd.org/webinars/,,,X9owMRSxKU8,https://youtu.be/X9owMRSxKU8,available_external,"Ascorbate Intelligence-The Catalyst Behind Hormones, Mitochondria and Metabolism with Lior Sher",,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-057-2Wyq9xwKxNo,AOSRD_Clearfield,aosrd_webinars_youtube,"Cholesterol Decoded The Good, the Bad, and the Misunderstood by Dr. Benoit Tano 18-June-2025 (Video)",cholesterol decoded the good the bad and the misunderstood by dr benoit tano 18 june 2025 video,aosrd-webinars-057-2Wyq9xwKxNo,possible,81vgkJ55QnsvesXbnyxCMQPr6Rc;glV8jJH0PlVmEafpjvon_ZOlt6g,2026-06-09;2025-06-03,Research/lectures/clearfield-webinar-2026-06-09;Research/lectures/clearfield-webinar-2025-06-03,present_local,https://aosrd.org/webinars/,,,2Wyq9xwKxNo,https://youtu.be/2Wyq9xwKxNo,available_external,"Cholesterol Decoded The Good, the Bad, and the Misunderstood by Dr. Benoit Tano",,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=2; local=otter_transcript_local
aosrd-webinars-058-Kr52d-glwNw,AOSRD_Clearfield,aosrd_webinars_youtube,Seven Mushrooms for Longevity with Dr. Xochitl Palomino 18-June-2025 (Video),seven mushrooms for longevity with dr xochitl palomino 18 june 2025 video,aosrd-webinars-058-Kr52d-glwNw,possible,hnYI5BcQQLHjFGK0Vv7Jdr3Okdg,2025-06-10,Research/lectures/clearfield-webinar-2025-06-10,present_local,https://aosrd.org/webinars/,,,Kr52d-glwNw,https://youtu.be/Kr52d-glwNw,available_external,Seven Mushrooms for Longevity with Dr. Xochitl Palomino,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-059-2g96fVoSALE,AOSRD_Clearfield,aosrd_webinars_youtube,Mitochondrial Dysfunction in Aging 18-June-2025 (Video),mitochondrial dysfunction in aging 18 june 2025 video,aosrd-webinars-059-2g96fVoSALE,possible,GoRuWgRFUBHzZE--rF7qmxgBIOc,2025-06-17,Research/lectures/clearfield-webinar-2025-06-17,present_local,https://aosrd.org/webinars/,,,2g96fVoSALE,https://youtu.be/2g96fVoSALE,available_external,Mitochondrial Dysfunction in Aging,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-060-NNAnnAJAIQk,AOSRD_Clearfield,aosrd_webinars_youtube,"Cholesterol Decoded The Good, the Bad, and the Misunderstood by Dr. Benoit Tano 11-June-2025 (Video)",cholesterol decoded the good the bad and the misunderstood by dr benoit tano 11 june 2025 video,aosrd-webinars-060-NNAnnAJAIQk,possible,81vgkJ55QnsvesXbnyxCMQPr6Rc;glV8jJH0PlVmEafpjvon_ZOlt6g,2026-06-09;2025-06-03,Research/lectures/clearfield-webinar-2026-06-09;Research/lectures/clearfield-webinar-2025-06-03,present_local,https://aosrd.org/webinars/,,,NNAnnAJAIQk,https://youtu.be/NNAnnAJAIQk,unavailable_external,,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed 404; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=2; local=otter_transcript_local
aosrd-webinars-061-nrjK17pBbBk,AOSRD_Clearfield,aosrd_webinars_youtube,Seven Mushrooms for Longevity with Dr. Xochitl Palomino 11-June-2025 (Video),seven mushrooms for longevity with dr xochitl palomino 11 june 2025 video,aosrd-webinars-061-nrjK17pBbBk,strong,hnYI5BcQQLHjFGK0Vv7Jdr3Okdg,2025-06-10,Research/lectures/clearfield-webinar-2025-06-10,present_local,https://aosrd.org/webinars/,,,nrjK17pBbBk,https://youtu.be/nrjK17pBbBk,unavailable_external,,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,existing_session_representation,yes,no_new_source_indicated,not_checked,oembed 404; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=strong; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-062-KwIprK6R0yA,AOSRD_Clearfield,aosrd_webinars_youtube,Muscle Centric Health (Video),muscle centric health video,aosrd-webinars-062-KwIprK6R0yA,no_match,,,,present_local,https://aosrd.org/webinars/,,,KwIprK6R0yA,https://youtu.be/KwIprK6R0yA,available_external,Muscle Centric Health,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,potentially_new_session,no,potentially_new_session,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=no_match; otter_candidates=0
aosrd-webinars-063-4Nhoej8KtNE,AOSRD_Clearfield,aosrd_webinars_youtube,"To Aromatize or Not Aromatize , That is Question. Optimizing HRT in Men, with Dr. Jacquelyn Sammons (Video)",to aromatize or not aromatize that is question optimizing hrt in men with dr jacquelyn sammons video,aosrd-webinars-063-4Nhoej8KtNE,possible,OyOI3AvRLueyq57ys04VXI5U1WU;OlXuXl73V1RAQ4bVYXoakDZMRnU;OL_Ukp1RYjVvnjsMHnF2eXCXDC8,2025-12-17;2026-04-07;2024-10-01,Research/lectures/clearfield-webinar-2025-12-17;Research/lectures/clearfield-webinar-2026-04-07;Research/lectures/clearfield-webinar-2024-10-01,present_local,https://aosrd.org/webinars/,,,4Nhoej8KtNE,https://youtu.be/4Nhoej8KtNE,available_external,"To Aromatize or Not Aromatize , That is Question. Optimizing HRT in Men, with Dr. Jacquelyn Sammons",,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=3; local=otter_transcript_local
aosrd-webinars-064-JRwekVs321Y,AOSRD_Clearfield,aosrd_webinars_youtube,Novel Scientific Considerations for Optimized Lean Muscle Mass with Dr. Chris Melitis 22-Apr-2025 (Video),novel scientific considerations for optimized lean muscle mass with dr chris melitis 22 apr 2025 video,aosrd-webinars-064-JRwekVs321Y,strong,12d7QbwxGiZlK8kVCNzSowPUQXE;5HPCyqwQxi9QD1of8g-CPHrnFcc;TNvBcRwwSnrkWGe2_L3i3lGvYYk,2025-04-22;2025-01-08;2024-12-11,Research/lectures/clearfield-webinar-2025-04-22;Research/lectures/clearfield-webinar-2025-01-08;Research/lectures/clearfield-webinar-2024-12-11,present_local,https://aosrd.org/webinars/,,,JRwekVs321Y,https://youtu.be/JRwekVs321Y,available_external,Novel Scientific Considerations for Optimized Lean Muscle Mass with Dr. Chris Melitis,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,existing_session_representation,yes,no_new_source_indicated,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=strong; otter_candidates=3; local=otter_transcript_local
aosrd-webinars-065-l0Rjq3pwOR8,AOSRD_Clearfield,aosrd_webinars_youtube,Aging and Anti-Aging through the Lens of the Immune System with Lisa Tamati 15-Apr-2025 (Video),aging and anti aging through the lens of the immune system with lisa tamati 15 apr 2025 video,aosrd-webinars-065-l0Rjq3pwOR8,strong,4qg44PRw27Y2Jbzl7MXMYCX0HuI;pw9yXaKVUW0ETXgSRTRBaLEzqQc;y59a2fEx8UgOiThJHr1w-HcQc1U,2025-04-15;2024-08-27;2024-08-20,Research/lectures/clearfield-webinar-2025-04-15;Research/lectures/clearfield-webinar-2024-08-27;Research/lectures/clearfield-webinar-2024-08-20,present_local,https://aosrd.org/webinars/,,,l0Rjq3pwOR8,https://youtu.be/l0Rjq3pwOR8,available_external,Aging and Anti-Aging through the Lens of the Immune System with Lisa Tamati,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,existing_session_representation,yes,no_new_source_indicated,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=strong; otter_candidates=3; local=otter_transcript_local
aosrd-webinars-066-DhiMsRLaERI,AOSRD_Clearfield,aosrd_webinars_youtube,Understanding Medical Issues Through a Constitutional Homeopathic Lens with Dr. Payam Hakimi 8-Apr-2025 (Video),understanding medical issues through a constitutional homeopathic lens with dr payam hakimi 8 apr 2025 video,aosrd-webinars-066-DhiMsRLaERI,strong,6Jsw7QNZfMK82hH28Fgc1lAC87k,2025-04-08,Research/lectures/clearfield-webinar-2025-04-08,present_local,https://aosrd.org/webinars/,,,DhiMsRLaERI,https://youtu.be/DhiMsRLaERI,available_external,Understanding Medical Issues Through a Constitutional Homeopathic Lens with Dr. Payam Hakimi,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,existing_session_representation,yes,no_new_source_indicated,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=strong; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-067-vZ0ervyVVU0,AOSRD_Clearfield,aosrd_webinars_youtube,Train Your Brain! Learn the Joys of Neurofeedback with Dr. Marly Jones 1-Apr-2025 (Video),train your brain learn the joys of neurofeedback with dr marly jones 1 apr 2025 video,aosrd-webinars-067-vZ0ervyVVU0,strong,jZM7WB_BG5YwNdBn2EQBHQM-aNc,2025-04-01,Research/lectures/clearfield-webinar-2025-04-01,present_local,https://aosrd.org/webinars/,,,vZ0ervyVVU0,https://youtu.be/vZ0ervyVVU0,available_external,Train Your Brain! Learn the Joys of Neurofeedback with Dr. Marly Jones,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,existing_session_representation,yes,no_new_source_indicated,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=strong; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-068-vS6aw3GkcRI,AOSRD_Clearfield,aosrd_webinars_youtube,The Laboratory Functional Medicine with Dr. Bill Clearfield 25-Mar-2025 (Video),the laboratory functional medicine with dr bill clearfield 25 mar 2025 video,aosrd-webinars-068-vS6aw3GkcRI,strong,Zxy20R1uant_QctiZutXLSt-Q-E,2025-03-25,Research/lectures/clearfield-webinar-2025-03-25,present_local,https://aosrd.org/webinars/,https://aosrd.org/wp-content/uploads/2025/03/Copy-of-8.-The-Laboratory-of-Functional-Medicine.pdf,available_external,vS6aw3GkcRI,https://youtu.be/vS6aw3GkcRI,available_external,The Laboratory Functional Medicine with Dr. Bill Clearfield,,,not_checked,not_checked,,,,,,,AOSRD webpage; AOSRD PDF; YouTube video,existing_session_representation,yes,no_new_source_indicated,pdf_available,"oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=strong; otter_candidates=1; local=pdf_local,frames_local,otter_transcript_local"
aosrd-webinars-069-kSvKhj5JSv0,AOSRD_Clearfield,aosrd_webinars_youtube,The Microbiome in Health and Disease with Dr Bill Clearfield 18-Mar-2025 (Video),the microbiome in health and disease with dr bill clearfield 18 mar 2025 video,aosrd-webinars-069-kSvKhj5JSv0,strong,pfNO6khumfRfVoCync03aVBxZ70;P1FgRy3FvTrrNYsXISdsJKJeiEg;ZdpkFb1zUrwSD134tv35ZcrcaI8;0pIRZSR5hLU8vZNbqCJ9pLpRE9M,2025-03-18;2024-11-06;2025-07-29;2025-03-05,Research/lectures/clearfield-webinar-2025-03-18;Research/lectures/clearfield-webinar-2024-11-06;Research/lectures/clearfield-webinar-2025-07-29;Research/lectures/clearfield-webinar-2025-03-05,present_local,https://aosrd.org/webinars/,,,kSvKhj5JSv0,https://youtu.be/kSvKhj5JSv0,available_external,The Microbiome in Health and Disease with Dr Bill Clearfield,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,existing_session_representation,yes,no_new_source_indicated,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=strong; otter_candidates=4; local=otter_transcript_local
aosrd-webinars-070-inmmno5OVKk,AOSRD_Clearfield,aosrd_webinars_youtube,Small Intestine Bacterial Overgrowth with Dr. Arland Hill 11-Mar-2025 (Video),small intestine bacterial overgrowth with dr arland hill 11 mar 2025 video,aosrd-webinars-070-inmmno5OVKk,strong,ClN5CZe78b8lp6a0nf44-DzCDCo,2025-03-11,Research/lectures/clearfield-webinar-2025-03-11,present_local,https://aosrd.org/webinars/,,,inmmno5OVKk,https://youtu.be/inmmno5OVKk,available_external,Small Intestine Bacterial Overgrowth with Dr. Arland Hill,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,existing_session_representation,yes,no_new_source_indicated,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=strong; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-071-zKxcCQelKT4,AOSRD_Clearfield,aosrd_webinars_youtube,Culinary Oncology with Chef Laura Pole 04-Mar-2025 (Video),culinary oncology with chef laura pole 04 mar 2025 video,aosrd-webinars-071-zKxcCQelKT4,possible,0pIRZSR5hLU8vZNbqCJ9pLpRE9M,2025-03-05,Research/lectures/clearfield-webinar-2025-03-05,present_local,https://aosrd.org/webinars/,https://aosrd.org/wp-content/uploads/2025/03/Culinary-Translation_slide-handout_2.pdf,available_external,zKxcCQelKT4,https://youtu.be/zKxcCQelKT4,available_external,Culinary Oncology with Chef Laura Pole,,,not_checked,not_checked,,,,,,,AOSRD webpage; AOSRD PDF; YouTube video,possible_existing_session_representation,yes,unclear,pdf_available,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-072-JEF5w29s04Y,AOSRD_Clearfield,aosrd_webinars_youtube,Peptide Deep DiveThymosin Alpha 1 and Thymogen with Stefan Hartmann 19-Feb-2025 (Video),peptide deep divethymosin alpha 1 and thymogen with stefan hartmann 19 feb 2025 video,aosrd-webinars-072-JEF5w29s04Y,strong,lnZUNAyEcVNSN0i3JOEbuJcc15A,2025-02-19,Research/lectures/clearfield-webinar-2025-02-19,present_local,https://aosrd.org/webinars/,,,JEF5w29s04Y,https://youtu.be/JEF5w29s04Y,available_external,Peptide Deep DiveThymosin Alpha 1 and Thymogen with Stefan Hartmann,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,existing_session_representation,yes,no_new_source_indicated,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=strong; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-073-F3lfAz2jf0M,AOSRD_Clearfield,aosrd_webinars_youtube,Uveal Melanoma Research Project with Dr. Evangelica Papasotiriou 05-Feb-2025 (Video),uveal melanoma research project with dr evangelica papasotiriou 05 feb 2025 video,aosrd-webinars-073-F3lfAz2jf0M,strong,JAhRYbDDwDsC4em3dazDKyDw4gM,2025-02-05,Research/lectures/clearfield-webinar-2025-02-05,present_local,https://aosrd.org/webinars/,,,F3lfAz2jf0M,https://youtu.be/F3lfAz2jf0M,available_external,Uveal Melanoma Research Project with Dr. Evangelica Papasotiriou,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,existing_session_representation,yes,no_new_source_indicated,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=strong; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-074-0DKMSGQ2wAY,AOSRD_Clearfield,aosrd_webinars_youtube,Poly MVA with Dr. Al Sanchez (Video),poly mva with dr al sanchez video,aosrd-webinars-074-0DKMSGQ2wAY,possible,Ts2MMXvFk3VIGcyQs8K33dvV7lk,2025-01-29,Research/lectures/clearfield-webinar-2025-01-29,present_local,https://aosrd.org/webinars/,,,0DKMSGQ2wAY,https://youtu.be/0DKMSGQ2wAY,available_external,Poly MVA with Dr. Al Sanchez,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-075-044uvhXbKng,AOSRD_Clearfield,aosrd_webinars_youtube,Chronic Sinusitis and Sinus Inflammation Due to Mold Toxicity with Dr. Donald Dennis (Video),chronic sinusitis and sinus inflammation due to mold toxicity with dr donald dennis video,aosrd-webinars-075-044uvhXbKng,possible,hFcw5MS7FSAuXJGFcnPHqL6j1gM,2025-01-22,Research/lectures/clearfield-webinar-2025-01-22,present_local,https://aosrd.org/webinars/,,,044uvhXbKng,https://youtu.be/044uvhXbKng,available_external,Chronic Sinusitis and Sinus Inflammation Due to Mold Toxicity with Dr. Donald Dennis,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-076-DOa9N5ODRuU,AOSRD_Clearfield,aosrd_webinars_youtube,Mitochondrial Function in Metabolic Disease w Dr. Greg Nacarelli Jan-14-2025 (Video),mitochondrial function in metabolic disease w dr greg nacarelli jan 14 2025 video,aosrd-webinars-076-DOa9N5ODRuU,possible,uRqtR3sy0qaYlUcYL4_tPVC7Tps,2025-01-15,Research/lectures/clearfield-webinar-2025-01-15,present_local,https://aosrd.org/webinars/,,,DOa9N5ODRuU,https://youtu.be/DOa9N5ODRuU,available_external,Mitochondrial Function in Metabolic Disease w Dr. Greg Nacarelli,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=1; local=otter_transcript_local
