erc_id,catalog_record_id,pass4_row_id,pass4_row_ids,primary_representation_ref,primary_representation_type,primary_representation_url,alternate_representation_refs,uncertainty_class,evidence_question,evidence_purpose,pass1_match_class_frozen,candidate_session_refs,candidate_multiplicity,temporal_relation,local_representation_state,external_availability_state,access_state,authorization_state,next_evidence_action,action_cost_class,why_this_action,decision,decision_reason,authorized_to_establish,residual_uncertainty,human_authorization_record,notes
erc-4.5-pdf-030-aosrd-webinars-186-hUswEBL-LBc,aosrd-webinars-186-hUswEBL-LBc,aosrd-webinars-186-hUswEBL-LBc::AOSRD_PDF,aosrd-webinars-186-hUswEBL-LBc::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/update-on-glutathione-therapy-with-dr-nayan-patel/,AOSRD_PDF,https://aosrd.org/update-on-glutathione-therapy-with-dr-nayan-patel/,YouTube_video|https://youtu.be/hUswEBL-LBc|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Muscle Centric Medicine -Principles of Exercise Science with Stefan Hartmann PA – March 7, 2023 (Video)” belong to Pass-1 possible Otter candidate(s) [CQjlfnZLZ-CY25UUEq35pSQ0lug, H1Iomsee4ZUONKKezPDcMBYCvQ0, TNvBcRwwSnrkWGe2_L3i3lGvYYk, ykfPBSHSL3meBk4yGojbTxMVIpA], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,CQjlfnZLZ-CY25UUEq35pSQ0lug;H1Iomsee4ZUONKKezPDcMBYCvQ0;TNvBcRwwSnrkWGe2_L3i3lGvYYk;ykfPBSHSL3meBk4yGojbTxMVIpA,4,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; candidate_multiplicity=4; preserve all candidates; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-031-aosrd-webinars-189-bMobTwHmWhM,aosrd-webinars-189-bMobTwHmWhM,aosrd-webinars-189-bMobTwHmWhM::AOSRD_PDF,aosrd-webinars-189-bMobTwHmWhM::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/integrative-immunology-with-dr-benoit-tano/,AOSRD_PDF,https://aosrd.org/integrative-immunology-with-dr-benoit-tano/,YouTube_video|https://youtu.be/bMobTwHmWhM|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Integrative Immunology with Dr. Benoit Tano – February 14, 2023 (Video)” belong to Pass-1 possible Otter candidate(s) [81vgkJ55QnsvesXbnyxCMQPr6Rc, wcHy9pPXoWy5S62-GJbpasQtw2o, JAhRYbDDwDsC4em3dazDKyDw4gM], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,81vgkJ55QnsvesXbnyxCMQPr6Rc;wcHy9pPXoWy5S62-GJbpasQtw2o;JAhRYbDDwDsC4em3dazDKyDw4gM,3,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; candidate_multiplicity=3; preserve all candidates; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-032-aosrd-webinars-190-5hQ-anaFGIU,aosrd-webinars-190-5hQ-anaFGIU,aosrd-webinars-190-5hQ-anaFGIU::AOSRD_PDF,aosrd-webinars-190-5hQ-anaFGIU::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/the-ancestral-diet-as-treatment-for-chronic-disease-with-stefan-hartmann-pa/,AOSRD_PDF,https://aosrd.org/the-ancestral-diet-as-treatment-for-chronic-disease-with-stefan-hartmann-pa/,YouTube_video|https://youtu.be/5hQ-anaFGIU|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “The Ancestral Diet as Treatment for Chronic Disease with Stefan Hartmann, PA – February 8, 2023 (Video)” belong to Pass-1 possible Otter candidate(s) [CQjlfnZLZ-CY25UUEq35pSQ0lug, lnZUNAyEcVNSN0i3JOEbuJcc15A], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,CQjlfnZLZ-CY25UUEq35pSQ0lug;lnZUNAyEcVNSN0i3JOEbuJcc15A,2,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; candidate_multiplicity=2; preserve all candidates; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-033-aosrd-webinars-191-ZrOMyfW29og,aosrd-webinars-191-ZrOMyfW29og,aosrd-webinars-191-ZrOMyfW29og::AOSRD_PDF,aosrd-webinars-191-ZrOMyfW29og::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/wp-content/uploads/2023/01/Interpretation-of-test-results-.pdf,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2023/01/Interpretation-of-test-results-.pdf,YouTube_video|https://youtu.be/ZrOMyfW29og|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Interpreting Test Results with Dr. Andrew Campbell – January 31, 2023 (Video)” belong to Pass-1 possible Otter candidate(s) [uRqtR3sy0qaYlUcYL4_tPVC7Tps, l416W8yP4i7dv3Jhd5H2F74zMnU, j3HjVUuBV5gnR4KrCUuXOZEnPm0, hFcw5MS7FSAuXJGFcnPHqL6j1gM, 5HPCyqwQxi9QD1of8g-CPHrnFcc], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,uRqtR3sy0qaYlUcYL4_tPVC7Tps;l416W8yP4i7dv3Jhd5H2F74zMnU;j3HjVUuBV5gnR4KrCUuXOZEnPm0;hFcw5MS7FSAuXJGFcnPHqL6j1gM;5HPCyqwQxi9QD1of8g-CPHrnFcc,5,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; candidate_multiplicity=5; preserve all candidates; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-034-aosrd-webinars-193-3HKa-GZK_Qw,aosrd-webinars-193-3HKa-GZK_Qw,aosrd-webinars-193-3HKa-GZK_Qw::AOSRD_PDF,aosrd-webinars-193-3HKa-GZK_Qw::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/menopause-the-impact-on-skin-and-hair-by-dr-felice-gersh/,AOSRD_PDF,https://aosrd.org/menopause-the-impact-on-skin-and-hair-by-dr-felice-gersh/,YouTube_video|https://youtu.be/3HKa-GZK_Qw|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Menopause-The Impact on Skin and HAir by Dr. Felice Gersh – January 17, 2023 (Video)” belong to Pass-1 possible Otter candidate(s) [OL_Ukp1RYjVvnjsMHnF2eXCXDC8], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,OL_Ukp1RYjVvnjsMHnF2eXCXDC8,1,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-035-aosrd-webinars-195-i-q4BtUNVuI,aosrd-webinars-195-i-q4BtUNVuI,aosrd-webinars-195-i-q4BtUNVuI::AOSRD_PDF,aosrd-webinars-195-i-q4BtUNVuI::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/wp-content/uploads/2023/01/14-3-3eta_AOSIM_Final_2023.pdf,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2023/01/14-3-3eta_AOSIM_Final_2023.pdf,YouTube_video|https://youtu.be/i-q4BtUNVuI|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “The 14-3-3n Biomarker for Rheumatoid Arthritis Diagnosis, Prognosis, and Monitoring with Dr. Nima Mazinani – January 10, 2023(Video)” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-036-aosrd-webinars-196-Td9ybE_W-wU,aosrd-webinars-196-Td9ybE_W-wU,aosrd-webinars-196-Td9ybE_W-wU::AOSRD_PDF,aosrd-webinars-196-Td9ybE_W-wU::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/the-role-of-the-renin-angiotensin-components-in-atherosclerosis-with-dr-james-joseph/,AOSRD_PDF,https://aosrd.org/the-role-of-the-renin-angiotensin-components-in-atherosclerosis-with-dr-james-joseph/,YouTube_video|https://youtu.be/Td9ybE_W-wU|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “The Role of the Renin-Angiotensin Components in Atherosclerosis with Dr. James Joseph – January 3, 2023(Video)” belong to Pass-1 possible Otter candidate(s) [xg4V_A-L8_Ob1jKGBewDTtKzOWg, JAhRYbDDwDsC4em3dazDKyDw4gM], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,xg4V_A-L8_Ob1jKGBewDTtKzOWg;JAhRYbDDwDsC4em3dazDKyDw4gM,2,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; candidate_multiplicity=2; preserve all candidates; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-037-aosrd-webinars-197-92sBrfKcyfE,aosrd-webinars-197-92sBrfKcyfE,aosrd-webinars-197-92sBrfKcyfE::AOSRD_PDF,aosrd-webinars-197-92sBrfKcyfE::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/oxytocin-utilization-in-chronic-disease-management-with-dr-salaheldin-halasa/,AOSRD_PDF,https://aosrd.org/oxytocin-utilization-in-chronic-disease-management-with-dr-salaheldin-halasa/,YouTube_video|https://youtu.be/92sBrfKcyfE|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Oxytocin to Treat Chronic Disease-Part 2 with Dr. Salaheldin Halasa – December 27, 2022(Video)” belong to Pass-1 possible Otter candidate(s) [EqC6yd4bQDKMl2mpzPURPZu-_Pc, 3BvIJDrhEXHdWPee7Ztw2x6EmdE, Zxy20R1uant_QctiZutXLSt-Q-E, b2H7gyjRNmbN0l62XtCzeLPovDE, SdzXWjorAW2NkmSfJoC1PdOzwAE], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,variant_derivative,EqC6yd4bQDKMl2mpzPURPZu-_Pc;3BvIJDrhEXHdWPee7Ztw2x6EmdE;Zxy20R1uant_QctiZutXLSt-Q-E;b2H7gyjRNmbN0l62XtCzeLPovDE;SdzXWjorAW2NkmSfJoC1PdOzwAE,5,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,shared_pdf_url_catalog_ids=aosrd-webinars-197-92sBrfKcyfE;aosrd-webinars-202-x6BIrL8qmzk; not independent evidence; cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; candidate_multiplicity=5; preserve all candidates; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-038-aosrd-webinars-198-fwLHIoDOipY,aosrd-webinars-198-fwLHIoDOipY,aosrd-webinars-198-fwLHIoDOipY::AOSRD_PDF,aosrd-webinars-198-fwLHIoDOipY::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/wp-content/uploads/2022/12/The-Role-of-Nutrition-and-Prevention-1.pdf,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2022/12/The-Role-of-Nutrition-and-Prevention-1.pdf,YouTube_video|https://youtu.be/fwLHIoDOipY|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “The Role of Nutrition and Prevention – December 20, 2022(Video)” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-039-aosrd-webinars-199-GpYX1_vmLFI,aosrd-webinars-199-GpYX1_vmLFI,aosrd-webinars-199-GpYX1_vmLFI::AOSRD_PDF,aosrd-webinars-199-GpYX1_vmLFI::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/fracture-proof-your-bones-a-comprehensive-guide-to-osteoporosis-with-dr-john-neustadt/,AOSRD_PDF,https://aosrd.org/fracture-proof-your-bones-a-comprehensive-guide-to-osteoporosis-with-dr-john-neustadt/,YouTube_video|https://youtu.be/GpYX1_vmLFI|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Fracture Proof Your Bones-A Comprehensive Guide to Osteoporosis with Dr. John Neustadt – December 14, 2022(Video)” belong to Pass-1 possible Otter candidate(s) [y59a2fEx8UgOiThJHr1w-HcQc1U, GH57wayNAp6iLAYz_3IRSsC5few], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,y59a2fEx8UgOiThJHr1w-HcQc1U;GH57wayNAp6iLAYz_3IRSsC5few,2,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; candidate_multiplicity=2; preserve all candidates; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-040-aosrd-webinars-200-8vtxAVALprY,aosrd-webinars-200-8vtxAVALprY,aosrd-webinars-200-8vtxAVALprY::AOSRD_PDF,aosrd-webinars-200-8vtxAVALprY::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/integrative-psychiatry-neurofeedback-and-the-treatment-resistant-patient-with-dr-john-finnick/,AOSRD_PDF,https://aosrd.org/integrative-psychiatry-neurofeedback-and-the-treatment-resistant-patient-with-dr-john-finnick/,YouTube_video|https://youtu.be/8vtxAVALprY|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “Integrative Psychiatry, Neurofeedback, and the Treatment Resistant Patient with Dr. John Finnick – December 6, 2022(Video)” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-041-aosrd-webinars-201-8blzjFv9r8I,aosrd-webinars-201-8blzjFv9r8I,aosrd-webinars-201-8blzjFv9r8I::AOSRD_PDF,aosrd-webinars-201-8blzjFv9r8I::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/osteopathic-manipulation-in-pain-and-substance-abuse/,AOSRD_PDF,https://aosrd.org/osteopathic-manipulation-in-pain-and-substance-abuse/,YouTube_video|https://youtu.be/8blzjFv9r8I|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “Osteopathic Manipulation in Treating Pain, and Substance Abuse – November 29, 2022(Video)” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-042-aosrd-webinars-202-x6BIrL8qmzk,aosrd-webinars-202-x6BIrL8qmzk,aosrd-webinars-202-x6BIrL8qmzk::AOSRD_PDF,aosrd-webinars-202-x6BIrL8qmzk::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/oxytocin-utilization-in-chronic-disease-management-with-dr-salaheldin-halasa/,AOSRD_PDF,https://aosrd.org/oxytocin-utilization-in-chronic-disease-management-with-dr-salaheldin-halasa/,YouTube_video|https://youtu.be/x6BIrL8qmzk|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Oxytocin Utilization in Chronic Disease Management with Dr. Salaheldin Halasa – November 23, 2022(Video)” belong to Pass-1 possible Otter candidate(s) [GUt4yZgCp4lNVboAnJBHNMsHO7A, EqC6yd4bQDKMl2mpzPURPZu-_Pc], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,GUt4yZgCp4lNVboAnJBHNMsHO7A;EqC6yd4bQDKMl2mpzPURPZu-_Pc,2,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,shared_pdf_url_catalog_ids=aosrd-webinars-197-92sBrfKcyfE;aosrd-webinars-202-x6BIrL8qmzk; not independent evidence; cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; candidate_multiplicity=2; preserve all candidates; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-043-aosrd-webinars-203-4u_3c_lFUzs,aosrd-webinars-203-4u_3c_lFUzs,aosrd-webinars-203-4u_3c_lFUzs::AOSRD_PDF,aosrd-webinars-203-4u_3c_lFUzs::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/type-1-diabetes-outcomes-therapies-and-future-innovations-with-dr-andrew-koutnik/,AOSRD_PDF,https://aosrd.org/type-1-diabetes-outcomes-therapies-and-future-innovations-with-dr-andrew-koutnik/,YouTube_video|https://youtu.be/4u_3c_lFUzs|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Type-1 Diabetes Outcomes, Therapies, and Future Innovations with Dr. Andrew Koutnik – November 8, 2022(Video)” belong to Pass-1 possible Otter candidate(s) [j3HjVUuBV5gnR4KrCUuXOZEnPm0], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,j3HjVUuBV5gnR4KrCUuXOZEnPm0,1,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-044-aosrd-webinars-204-Qy2mrgSpVNg,aosrd-webinars-204-Qy2mrgSpVNg,aosrd-webinars-204-Qy2mrgSpVNg::AOSRD_PDF,aosrd-webinars-204-Qy2mrgSpVNg::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/the-positive-side-of-the-plummeting-health-index-in-america/,AOSRD_PDF,https://aosrd.org/the-positive-side-of-the-plummeting-health-index-in-america/,YouTube_video|https://youtu.be/Qy2mrgSpVNg|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “The Positive Side of the Plummeting Health Index in America with Dr. Mark Lafferty – November 1, 2022(Video)” belong to Pass-1 possible Otter candidate(s) [qwUT3cyV7gYvn34XQtrA84mAbiI, P1FgRy3FvTrrNYsXISdsJKJeiEg, Zxy20R1uant_QctiZutXLSt-Q-E], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,qwUT3cyV7gYvn34XQtrA84mAbiI;P1FgRy3FvTrrNYsXISdsJKJeiEg;Zxy20R1uant_QctiZutXLSt-Q-E,3,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; candidate_multiplicity=3; preserve all candidates; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-045-aosrd-webinars-207-0cBElywMkUY,aosrd-webinars-207-0cBElywMkUY,aosrd-webinars-207-0cBElywMkUY::AOSRD_PDF,aosrd-webinars-207-0cBElywMkUY::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/plasmalogens-brain-health-and-longevity-what-every-integrative-and-osteopathic-physician-needs-to-know-by-dr-dayan-goodenowe/,AOSRD_PDF,https://aosrd.org/plasmalogens-brain-health-and-longevity-what-every-integrative-and-osteopathic-physician-needs-to-know-by-dr-dayan-goodenowe/,YouTube_video|https://youtu.be/0cBElywMkUY|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Plasmalogens, Brain Health, and Longevity-What Every Integrative and Osteopathic Physician Needs to Know by Dr. Dayan Goodenowe Tuesday October 11, 2022 (Video)” belong to Pass-1 possible Otter candidate(s) [vjcply7K-rJtWMYGKgD39abIq9E, ZdpkFb1zUrwSD134tv35ZcrcaI8, HY-sCmihzh3EJ69WWVwlTT0Ri6s], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,vjcply7K-rJtWMYGKgD39abIq9E;ZdpkFb1zUrwSD134tv35ZcrcaI8;HY-sCmihzh3EJ69WWVwlTT0Ri6s,3,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; candidate_multiplicity=3; preserve all candidates; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
